TF	target	importance
SLIRP	COX7C	49.92755327248572
CD24	SCGB3A2	48.60049826424989
COX7C	SLIRP	45.408707669577595
SLIRP	HSPE1	41.04587202192907
HSPE1	SLIRP	34.639582980478046
CD24	SNRPN	33.5570624851407
TMSB4X	TMSB10	32.03833799775679
CD24	SLIRP	31.392100512137432
SLIRP	SCGB3A2	30.89181171420848
SCGB3A2	SLIRP	30.613814221560855
SNRPN	SCGB3A2	28.765050739196745
TMSB4X	COX7C	27.87657315083853
SCGB3A2	SNRPN	27.68783170299116
CD24	UGP2	26.580324587927542
TXN	SLIRP	25.754272635875573
COX7C	NME2	25.473927225435464
COX7C	SCGB3A2	25.412516034518838
TMSB4X	NME2	24.444647019377765
TMSB10	TMSB4X	23.855273413980317
DNMT3B	FZD3	23.377678074196634
UGP2	SCGB3A2	23.346517524092935
HSPE1	COX7C	23.26555899689613
CD24	FTL	22.772471417505088
NME2	COX7C	22.433405100521444
CD24	TXN	21.728090730738636
TMSB4X	HSPE1	21.383869465450505
PRDX1	TXN	20.83471898590693
CD24	HSPE1	20.654527152349022
TXN	PRDX1	20.61846379002255
CDH2	FZD3	20.55886844609432
SCGB3A2	CD24	20.228852859473196
SLIRP	POMP	20.06115018947235
CD24	TERF1	19.991944892073306
TMSB4X	FTL	19.686093915064056
UGP2	CD24	19.5427842719613
DNMT3B	PTN	19.294447487462904
SCGB3A2	COX7C	18.71590072427938
SLIRP	NME2	18.513183604820703
SLIRP	CD24	18.1866624064151
HSPE1	SCGB3A2	18.177617976730474
L1TD1	SNRPN	17.775194634703595
COX7C	PRDX1	17.762090294415756
SCGB3A2	TERF1	17.452853155328953
UGP2	COX7C	17.341085478465303
DNMT3B	L1TD1	17.31969028784516
UGP2	SLIRP	17.283129228956614
HSPE1	CD24	17.02769789369358
COX7C	DNMT3B	16.89432657322098
COX7C	HSPE1	16.795780162746745
COX7C	TMSB4X	16.604602596872656
PTN	DNMT3B	16.091192829820816
HSPE1	TMSB4X	15.899961078523582
PRDX1	SNRPN	15.765535924611271
FTL	TMSB10	15.753986488817553
CD24	POU5F1	15.620496725127271
COX7C	POMP	15.5950250531836
SCGB3A2	UGP2	15.44940973010987
TXN	SCGB3A2	15.407903453351565
CD24	COX7C	15.396813566640356
PMAIP1	CD24	15.04871048501492
TUBA1B	TUBA1A	15.00590785722632
TDGF1	SCGB3A2	14.939562371227337
SCGB3A2	TMSB4X	14.912283128709337
SCGB3A2	TXN	14.887631357297344
UGP2	TERF1	14.863631023062364
PMAIP1	SCGB3A2	14.746907806856878
IGFBP5	APOE	14.71695652384632
PRDX1	COX7C	14.607098943978373
CD24	TMSB10	14.460043213531291
SNRPN	CD24	14.218186603763733
SLIRP	PRDX1	14.160970829133701
CD24	L1TD1	14.125981392043673
HSPE1	SNRPN	13.990985482529913
SNRPN	SLIRP	13.940954020097132
CD24	WLS	13.885658974464267
DNMT3B	SNRPN	13.650123990067355
FZD3	DNMT3B	13.613038543694561
COX7C	TERF1	13.451585821924922
SCGB3A2	NME2	13.242943269534866
NME2	SLIRP	13.124660531918353
COX7C	TXN	12.887776371913493
SFRP2	PTN	12.867362649682619
FZD3	CDH2	12.782263614840703
TMSB4X	SCGB3A2	12.582245092334892
SCGB3A2	TDGF1	12.489539162545103
COX7C	UGP2	12.351696988809662
TERF1	NME2	12.12093005263992
UGP2	WLS	12.079079611429988
CD24	DNMT3B	12.070422850639709
SLIRP	TMSB10	12.00667221655334
TDGF1	SLIRP	11.953839106663379
HSPE1	TMSB10	11.92374253126449
SLIRP	TXN	11.888383572542908
NME2	TERF1	11.804059465952106
SLIRP	TMSB4X	11.684736703716815
UGP2	CDH2	11.544198846662681
PTN	TUBA1A	11.471734483306994
PRDX1	NME2	11.436687105908936
SNRPN	UGP2	11.422633895769572
SCGB3A2	HSPE1	11.419141740454307
