TF	target	importance
VIM	COL3A1	40.8388955590357
SPP1	MT2A	37.30472561076842
MT2A	SPP1	32.72561550001548
TERF1	VIM	32.705688054857255
VIM	TERF1	29.956206985423773
SPP1	POU5F1	25.983083167760107
TERF1	COX7C	23.951826927786232
ANXA2	TMSB10	23.932404812063094
VIM	POU5F1	23.86581863015739
LUM	MARCKS	23.39479827506722
COL3A1	VIM	23.353331424179636
ANXA2	SPP1	23.324188115429198
ANXA2	MT2A	23.04801708452968
SPP1	ANXA2	23.000394059422344
POU5F1	VIM	22.259593560553757
VIM	COX7C	21.79028164239839
COX7C	TMSB10	21.69793871260091
SPP1	SNRPN	21.499026013228413
VIM	ANXA2	21.297294607031603
DNMT3B	POU5F1	20.99262586547673
TERF1	ANXA2	20.82117279042118
LUM	DCN	20.77877586488853
SPP1	LUM	20.187226950619483
LIN28A	COL3A1	19.805216065579653
SPP1	DNMT3B	19.548780836572032
DCN	COL3A1	19.032697640618096
LUM	SPP1	19.02665456839404
HSPE1	COX7C	18.54799284430841
SPP1	TERF1	18.424496830962134
COX7C	HSPE1	18.35989453833084
LUM	PTN	18.28438492450094
LUM	POU5F1	18.18695821369224
SLIRP	HSPE1	18.184261694800934
DCN	LUM	17.921503176794722
LUM	CYP1B1	17.859755615229616
POU5F1	SPP1	17.53068875538203
VIM	DNMT3B	17.320580641133112
VIM	SNRPN	16.9095643215929
HSPE1	F11R	16.75641975851027
POU5F1	SNRPN	16.69838245214683
LIN28A	LUM	16.693990492528055
SPP1	F11R	16.605868076726164
SPP1	VIM	16.526980042539147
TDGF1	POU5F1	15.991312634291676
VIM	MARCKS	15.832723986766936
TMSB10	COX7C	15.739455972784441
VIM	CYP1B1	15.699933487976633
ANXA2	FTL	15.567657279802685
SPP1	APOE	15.353071888608046
LUM	VIM	15.30863795181969
TXN	CHCHD2	15.238646843384808
SNRPN	VIM	15.207391366430834
HSPE1	SLIRP	14.938854001765309
SNRPN	TDGF1	14.862334648380056
LIN28A	DCN	14.664484030768726
SPP1	CHCHD2	14.648354485842486
POU5F1	PRDX1	14.637108262471633
APOE	TERF1	14.422541189887053
CHCHD2	TXN	14.36596638478671
VIM	CHCHD2	14.364411047367659
VIM	DCN	14.298982497395192
LUM	COL3A1	14.243386682045525
VIM	LUM	14.080443649289743
DPPA4	SPP1	14.053986906010843
TERF1	TMSB10	13.834057498191168
TDGF1	APOE	13.78580507889861
LIN28A	VIM	13.78171577736357
VIM	TDGF1	13.658699461040177
LUM	MT2A	13.581921288918691
DNMT3B	TERF1	13.51629750657739
VIM	DPPA4	13.483127039961078
VIM	SERPINB6	13.41347323094437
CYP1B1	LUM	13.384912617553281
CYP1B1	DCN	13.352312694759782
DNMT3B	SPP1	13.349751558548729
TERF1	DNMT3B	13.3284658552818
DCN	CYP1B1	13.313627989840084
COX7C	TXN	13.261818435484482
HSPE1	CHCHD2	13.251602270659156
COX7C	SNRPN	13.22537923892808
CHCHD2	COX7C	13.19672836028033
DNMT3B	VIM	13.190101240550263
COX7C	F11R	12.931109301193574
CD24	VIM	12.900214910219518
SPP1	PRDX1	12.798284357049749
POU5F1	TMSB10	12.570380945062226
DPPA4	TERF1	12.538766684758345
TMSB10	TERF1	12.511030936275136
COX7C	TERF1	12.505983696058768
VIM	SPP1	12.494947679997752
MARCKS	DCN	12.461861779098
POU5F1	DNMT3B	12.441825342506652
KRT18	SPP1	12.386957331692027
HSPE1	NME2	12.33979872185359
SPP1	COX7C	12.318168631490748
COL3A1	DCN	12.093083143071274
CYP1B1	COL3A1	12.075213135119535
TXN	COX7C	12.030824861973656
TDGF1	SNRPN	11.985779546949605
COL3A1	MARCKS	11.923255184509665
