TF	target	importance
COL3A1	LUM	44.760094122881746
DCN	LUM	33.07758858272643
LUM	COL3A1	32.98426410819567
COX7C	SLIRP	28.903317811218812
COL3A1	VIM	26.68358057326279
VIM	LUM	25.523152450353503
LUM	VIM	24.87315221757476
DCN	COL3A1	24.080351078306354
SLIRP	COX7C	23.565403427468976
VIM	COL3A1	23.487478719812735
DPPA4	VIM	23.048614484753504
DNMT3B	POU5F1	19.851884820178473
LUM	DCN	19.72031542388084
COX7C	HSPE1	18.56231895536963
DCN	VIM	17.912030604198737
HSPE1	VIM	17.706039473633123
PABPC1	LUM	17.548224641550586
COX7C	TXN	16.36653145326214
TXN	COX7C	16.295998627723698
VIM	HSPE1	16.020946043227458
SLIRP	TXN	15.338689701510598
POU5F1	VIM	15.313202485039465
TDGF1	VIM	15.046858068160637
TMSB10	COX7C	14.927257914009077
HSPE1	COX7C	14.704125141294469
UGP2	PABPC1	14.586819818313128
TXN	SLIRP	13.990166248890121
VIM	DPPA4	13.920816707766532
VIM	SERPINB6	13.535725331881375
DPPA4	POU5F1	13.439950835152425
NME2	TXN	13.237088085437511
APOE	DNMT3B	13.067215398112852
COL3A1	DCN	12.944538334107946
VIM	COX7C	12.815763996125925
POU5F1	DNMT3B	12.529316207414448
VIM	DNMT3B	12.261522323930821
HSPE1	POU5F1	12.19829421975291
TMSB10	TXN	12.171971674631047
RBP1	COL3A1	12.104216416643297
LUM	PABPC1	11.925337188678153
LIN28A	PABPC1	11.895633086021618
DNMT3B	SERPINB6	11.842562980577904
DPPA4	SERPINB6	11.804540088956017
COX7C	MAP1B	11.796404861533707
HSPE1	CD24	11.795849971714595
COX7C	TMSB10	11.697400680589698
DPPA4	PRDX1	11.659540170098357
HSPE1	DNMT3B	11.361734645848912
VIM	DCN	11.284307302980196
UGP2	MARCKS	11.265679142094436
DNMT3B	COX7C	11.124642523626319
DPPA4	UGP2	11.01024964265118
VIM	TERF1	10.91988704278634
TDGF1	TUBA1A	10.78936413813592
PABPC1	COL3A1	10.643619044061623
HMGA2	TUBA1A	10.533321527612335
DPPA4	LUM	10.442880757437042
APOE	LIN28A	10.37842353844691
VIM	POU5F1	10.200934284853021
CHCHD2	HSPE1	10.188255071637684
DNMT3B	VIM	9.846643496759466
UGP2	DPPA4	9.77530827463774
LIN28A	VIM	9.7270503630692
LIN28A	TERF1	9.659802444296492
POU5F1	SERPINB6	9.570747993959815
DNMT3B	APOE	9.457076612644315
COX7C	DNMT3B	9.32956846130473
SERPINB6	DNMT3B	9.241189968412058
HMGA2	TERF1	9.145859541834367
COX7C	CD24	9.064056360376249
COX7C	PABPC1	9.012639621565969
HSPE1	SERPINB6	9.009582976017501
TDGF1	SERPINB6	8.997432005521016
PABPC1	MARCKS	8.97860624636584
VIM	LIN28A	8.830175076694431
CHCHD2	CD24	8.805413979908103
TMSB10	SLIRP	8.795666544261207
POU5F1	SEPHS1	8.793179307381521
HSPE1	CHCHD2	8.689622547103083
COL3A1	PABPC1	8.663000443260273
CD24	LIN28A	8.632535965346754
SERPINB6	POU5F1	8.562106421760287
ACTG1	SERPINB6	8.518569672717415
SEPHS1	VIM	8.462228400361035
LIN28A	APOE	8.280345994546657
CKB	SEPHS1	8.19761899193007
COL3A1	SNRPN	8.188490011005202
CDH2	SERPINB6	8.156577326658596
DPPA4	TDGF1	8.11972967148822
PRDX1	HMGA2	8.101899062966067
HSPE1	PABPC1	8.096427835781103
VIM	CD24	8.088660948840658
DPPA4	SLIRP	8.08406654958174
TXN	HSPE1	8.053415036308463
VIM	TDGF1	8.020997960887577
DPPA4	PABPC1	7.916373157582761
DPPA4	TUBA1A	7.908615444820835
COX7C	DPPA4	7.841593510113432
MAMDC2	POU5F1	7.833030212764002
PABPC1	DCN	7.774022530287331
