TF	target	importance
PRDX1	COX7C	31.392493131825507
CD24	UGP2	29.968543290445393
CD24	TERF1	28.835979714324033
CD24	DNMT3B	26.7733392645414
CD24	COX7C	26.04518816327532
CD24	POU5F1	25.74585715781775
UGP2	CD24	25.086094612561023
COX7C	PRDX1	24.324812964025636
CD24	CDH2	23.596539199748225
COX7C	HSPE1	21.557337501227646
CD24	L1TD1	20.9453770237908
COX7C	SNRPN	20.76789209968989
COX7C	POU5F1	19.618629278294197
PRDX1	TMSB4X	19.004346532377088
UGP2	TERF1	18.8638310550153
COX7C	TERF1	18.85393822156062
UGP2	CDH2	18.413997889113848
COX7C	SLIRP	18.119228986530686
POU5F1	CD24	18.02697578725143
CD24	FTL	17.605145628570824
TERF1	UGP2	17.577964518980206
CD24	SNRPN	17.16822757947329
COX7C	TMSB4X	17.005630078139923
SNRPN	COX7C	16.917789006794653
FTL	MT2A	16.23104450300475
POU5F1	COX7C	15.473054094100203
DNMT3B	CD24	15.252603084205084
CDH2	UGP2	15.23312430625849
SEPHS1	DNMT3B	15.148557539019347
UGP2	COX7C	14.807172529528371
L1TD1	CD24	14.308915307110917
DNMT3B	CDH2	14.29138890147443
SEPHS1	TERF1	14.165398769570862
CD24	APOE	13.928315225882693
TUBA1A	TDGF1	13.822996465334448
TERF1	SNRPN	13.774529497756813
TMSB4X	PRDX1	13.64801164475817
CD24	TPBG	13.482615914330319
DNMT3B	SEPHS1	13.317217598922694
COX7C	CD24	13.274509207379074
CDH2	APOE	13.20252227294382
PRDX1	CD24	13.200250597329605
L1TD1	DNMT3B	13.110721936653546
TUBA1A	VIM	12.977373787307839
FTL	APOE	12.899425793983745
COX7C	UGP2	12.88824121897595
SNRPN	POU5F1	12.813960129527727
APOE	POU5F1	12.752760362818492
UGP2	APOE	12.424589287413767
HSPE1	COX7C	12.280834370600253
APOE	UGP2	12.226775393615057
COX7C	FTL	12.182294829839371
SNRPN	TERF1	12.054036731509905
CDH2	POU5F1	11.936264771288906
L1TD1	HSPE1	11.827934983803258
CD24	DPPA4	11.798330265538912
CD24	PRDX1	11.673761885847476
CD24	HSPE1	11.555738564464512
TDGF1	L1TD1	11.494990001016237
APOE	FTL	11.462958700415173
DNMT3B	TERF1	11.462899346743754
CD24	TUBA1A	11.35960078669717
COX7C	SEPHS1	11.354961177237199
PRDM11	POMP	11.228922855161363
APOE	COX7C	11.216123421624562
SNRPN	SEPHS1	11.059433570846268
APOE	CDH2	10.984230050838146
CD24	SLIRP	10.977980889897982
CDH2	CD24	10.96506260033126
DNMT3B	SLIRP	10.915514765857509
TUBA1A	PTN	10.761963929816314
COX7C	POMP	10.708303958180444
HSPE1	L1TD1	10.696814630324548
PRDX1	HSPE1	10.695090272201927
VIM	TUBA1A	10.554358686155854
COX7C	CDH2	10.549941450351918
UGP2	TDGF1	10.517395706412927
DNMT3B	L1TD1	10.34760612674018
SNRPN	CD24	10.31677882216261
TUBA1A	CD24	10.04165562038064
CD24	TDGF1	9.980476940443909
LIN28A	FTL	9.932950779631408
TERF1	SEPHS1	9.916702168068586
UGP2	POU5F1	9.763256625132051
SLIRP	COX7C	9.705211514571777
APOE	CD24	9.61894281358397
TERF1	TUBA1A	9.500616553510145
POU5F1	CDH2	9.433713459312491
PRDX1	POU5F1	9.309763717831697
POU5F1	UGP2	9.291296642299388
CD24	KRT18	9.25916629185449
DNMT3B	APOE	9.248499652943055
IGFBP5	SEPHS1	9.231707247706506
POU5F1	APOE	9.223550957999219
SNRPN	PTN	9.05218778602708
TPBG	TERF1	8.861239507962049
PRDX1	TPBG	8.781777712740226
UGP2	TMSB4X	8.707851758862907
SNRPN	POMP	8.665359340203969
DPPA4	TMSB4X	8.637661831688789
