TF	target	importance
VIM	LUM	39.680667801838446
COL3A1	DCN	31.592032588174494
COL3A1	LUM	30.43192642968242
DNMT3B	SERPINB6	28.53172368919555
DNMT3B	TERF1	27.5985614146493
LUM	DCN	25.76654926658496
TERF1	L1TD1	25.15720945535351
DCN	COL3A1	24.890376607015835
TERF1	SERPINB6	24.740462271727896
POU5F1	COX7C	24.612411834198852
MARCKS	VIM	24.241633560346944
HSPE1	SNRPN	23.657669099108126
SPP1	MT2A	23.439615976697834
SLIRP	COX7C	23.30329864276004
POU5F1	TERF1	23.14267593458398
SNRPN	HSPE1	23.00709297902994
L1TD1	TERF1	22.54481884178646
VIM	DCN	22.308548914776924
LIN28A	LUM	22.26611466789314
COX7C	SLIRP	22.230494903696815
POU5F1	VIM	22.00888311676326
LUM	HSPE1	21.908749624295297
VIM	COL3A1	21.781939281662368
LUM	VIM	21.717022622495048
PRDX1	COX7C	21.436522409690216
SERPINB6	TERF1	21.28758446423943
DNMT3B	TDGF1	20.967509681594798
DNMT3B	TXN	20.943959492430796
POU5F1	APOE	20.747095213130823
MEST	LUM	20.54069601733065
DCN	LUM	20.507435043659164
TERF1	POU5F1	20.029505230476676
VIM	POU5F1	19.531292942878476
POU5F1	L1TD1	19.48765890813743
POU5F1	SERPINB6	19.366749796021782
DNMT3B	L1TD1	19.17948979801867
MT2A	SPP1	19.128006939267305
SERPINB6	DNMT3B	19.105491281244465
HSPE1	COX7C	18.876085303150425
COX7C	PRDX1	18.75184968601349
TERF1	DNMT3B	18.528907503419983
COL3A1	VIM	18.32253146499105
COL3A1	LIN28A	18.200566947859944
DNMT3B	APOE	18.12038314739182
POU5F1	CD24	17.22943308170954
TERF1	MAP1B	16.696943664668467
LUM	LIN28A	16.646199054071808
TERF1	HMGA2	16.41381106803201
TXN	DNMT3B	16.327273846400466
HMGA2	L1TD1	16.21129736478795
MAP1B	CHCHD2	16.008466453817743
NME2	COX7C	15.895534492923959
POU5F1	SNRPN	15.866885863050657
CD24	DNMT3B	15.781138632261346
LUM	COL3A1	15.76576367531818
COL3A1	CYP1B1	15.708896790278583
TMSB10	SLIRP	15.14749222737398
SERPINB6	L1TD1	15.120544028358939
LUM	MEST	15.061826324882322
MEST	VIM	15.059778483214465
F11R	DNMT3B	15.017093562151173
VIM	MAP1B	14.91501768788142
POU5F1	F11R	14.901502275463647
HSPE1	LUM	14.766970110162564
VIM	F11R	14.606375671198837
CHCHD2	SERPINB6	14.583488659023315
TERF1	TDGF1	14.52251703943719
DNMT3B	CHCHD2	14.513109300808724
VIM	CKB	14.297572659416026
DNMT3B	MAP1B	13.651492992305094
MAP1B	TERF1	13.60273484700784
CD24	LUM	13.510326109198616
CHCHD2	HSPE1	13.50643797410103
VIM	DNMT3B	13.481150155952982
POU5F1	TDGF1	13.408033991300162
MT2A	L1TD1	13.398303646400953
POU5F1	MARCKS	13.379572555959648
MARCKS	DCN	13.370822528153075
TMSB10	STMN1	13.124148394838521
HSPE1	SLIRP	13.05622298420043
L1TD1	APOE	13.037748766012673
AP1S2	HMGA2	13.020751225227073
LUM	CYP1B1	13.00197718407592
SERPINB6	POU5F1	12.971336093615221
TERF1	CHCHD2	12.968017475169106
LIN28A	COL3A1	12.814411750373166
PRDX1	NME2	12.814411041366077
HMGA2	TERF1	12.799361460141048
TERF1	TXN	12.770336318915552
VIM	MEST	12.66010380400014
PRDX1	HSPE1	12.539305745493813
IGFBP5	HMGA2	12.53286469782864
F11R	TERF1	12.499258939369051
CD24	TXN	12.469713236042585
LUM	PABPC1	12.394014214992657
VIM	LIN28A	12.387367941853716
SERPINB6	VIM	12.322629329405695
L1TD1	DNMT3B	12.296732626454949
CHCHD2	MAP1B	12.266880401740709
LUM	NREP	12.107691927405288
