TF	target	importance
COX7C	SCGB3A2	44.590636393636935
TXN	HSPE1	27.09139423826523
UGP2	SCGB3A2	26.716274121926098
FTL	COX7C	24.00715262266127
COX7C	TXN	23.777705449740864
SLIRP	SCGB3A2	23.141471398715876
TXN	DNMT3B	22.62448088531882
TXN	CD24	22.612917702483045
HSPE1	COX7C	22.111694696269037
CD24	TXN	21.170383464920498
TXN	SCGB3A2	20.982549687067408
COX7C	HSPE1	20.75537448906044
SCGB3A2	SLIRP	20.741038814587508
COX7C	FTL	20.35255582823435
CD24	SCGB3A2	20.202343906871175
CD24	SNRPN	19.951598956401387
SCGB3A2	COX7C	19.871101875876093
UGP2	TERF1	19.55814687283249
SCGB3A2	DNMT3B	19.055968544173215
POMP	DNMT3B	18.947907608305258
SCGB3A2	UGP2	18.874582371161527
CD24	DNMT3B	18.81195700632478
HSPE1	TXN	18.776418154083434
SCGB3A2	HSPE1	18.749497681882634
SNRPN	SCGB3A2	18.07969799606423
COX7C	L1TD1	17.98437442479049
SNRPN	CD24	17.413912593477303
UGP2	SEPHS1	17.218739755630697
CD24	COX7C	17.203948432065786
SCGB3A2	SNRPN	16.81010591217887
SCGB3A2	L1TD1	16.725245354756517
TXN	POU5F1	16.675558185144652
FTL	SLIRP	16.661289377209904
SCGB3A2	TDGF1	16.550258061935256
HSPE1	SCGB3A2	16.147314539841446
COX7C	SLIRP	16.076022962604924
POU5F1	DNMT3B	15.768111517884645
SCGB3A2	CD24	15.636502494843224
MAP1B	SLIRP	15.449892819009406
DNMT3B	POMP	15.104446699181159
COX7C	SNRPN	14.685649944597126
NME2	HSPE1	14.605739677390403
HSPE1	NME2	13.948252982945906
SCGB3A2	TERF1	13.87893270539504
SCGB3A2	TXN	13.614987282671999
TXN	COX7C	13.549212105416048
UGP2	DNMT3B	13.342519632853287
CD24	HSPE1	13.296099837947539
UGP2	L1TD1	13.24564579939456
MAP1B	VIM	13.2350050112368
SCGB3A2	NME2	13.099916565082744
SLIRP	HSPE1	13.011457384052786
TXN	SEPHS1	12.908722693097513
DNMT3B	CD24	12.831474485462744
HSPE1	SLIRP	12.656868569368973
DNMT3B	POU5F1	12.240932889726789
UGP2	TXN	12.058154323866988
TXN	SLIRP	11.850958678305469
CDH2	POU5F1	11.848731298701777
MAGED4	MAP1B	11.666684741979875
DNMT3B	UGP2	11.585479705396905
SCGB3A2	POMP	11.522785293629914
TUBA1B	TUBA1A	11.369490158279735
CD24	FZD3	11.117938914792669
HSPE1	FTL	11.069036381000013
CD24	SEPHS1	10.950702801731243
L1TD1	DNMT3B	10.807218526588283
SLIRP	NME2	10.740097175197768
APOE	VIM	10.680773265267153
UGP2	SLIRP	10.632247853705493
FTL	HSPE1	10.615439570978573
NME2	POMP	10.582400691707482
UGP2	POU5F1	10.555002785506769
TERF1	UGP2	10.538458922347635
TXN	UGP2	10.464857879228019
CD24	POMP	10.412538070963135
SLIRP	COX7C	10.385247849872949
CD24	TERF1	10.376334330799908
DPPA4	SCGB3A2	10.151778274188228
DPPA4	COX7C	10.126316280317099
COX7C	DNMT3B	10.1049989594289
GUCD1	FAM49A	9.885654515301134
DPPA4	TDGF1	9.872736375606179
SLIRP	TERF1	9.78367392897444
TXN	TMSB4X	9.68712626391875
NME2	SEPHS1	9.636046772966758
PMAIP1	TERF1	9.509003600525283
FTL	SCGB3A2	9.469381364639945
EEF1G	POMP	9.385104870132212
POU5F1	L1TD1	9.3738775782678
COX7C	NME2	9.372932177087486
UGP2	CD24	9.295905295267183
TERF1	L1TD1	9.21935837761251
UGP2	COX7C	9.162333328016288
CD24	NME2	9.080639677992316
NME2	TMSB4X	8.946100393339183
CD24	UGP2	8.943171006280094
SLIRP	TDGF1	8.881943008238386
SEPHS1	DNMT3B	8.820892931760692
CD24	POU5F1	8.768356228052651
