TF	target	importance
COX7C	SLIRP	43.19123005107456
SLIRP	COX7C	42.32228941625613
SCGB3A2	SLIRP	40.48427951755377
CD24	SCGB3A2	40.306112704125745
HSPE1	SLIRP	37.19565867020863
SCGB3A2	CD24	36.48737168518291
SLIRP	HSPE1	35.40238632111734
SCGB3A2	SNRPN	32.9678028676234
SCGB3A2	COX7C	28.8073690089696
TMSB4X	TMSB10	28.458623693593733
TXN	PRDX1	27.78896292246967
SNRPN	SCGB3A2	27.028805731442347
COX7C	SCGB3A2	26.129556135601437
DNMT3B	FZD3	25.87278430540119
SLIRP	SCGB3A2	24.13265995965143
UGP2	SCGB3A2	23.214696070335272
COX7C	NME2	22.745279000365798
SCGB3A2	TDGF1	22.342543706711183
SCGB3A2	TXN	22.267529990348063
SCGB3A2	TERF1	22.018417599902136
DNMT3B	PTN	21.549163644412836
PRDX1	TXN	21.38223370064284
TXN	SLIRP	21.1668872044453
HSPE1	COX7C	21.08334128016464
COX7C	PRDX1	20.61429032443917
UGP2	COX7C	20.46572791451034
TMSB4X	HSPE1	20.343332294687713
UGP2	CD24	20.131483983347206
FTL	TMSB10	19.804183618042263
HSPE1	SCGB3A2	19.664752841017748
SFRP2	PTN	19.095258261985965
SCGB3A2	HSPE1	18.983235370637296
HSPE1	CD24	18.669881084294456
SCGB3A2	TMSB4X	18.650417726846452
L1TD1	SNRPN	18.411669980063298
TMSB4X	COX7C	18.258089092824015
UGP2	TERF1	17.994784987348133
COX7C	POMP	17.779832375154786
TMSB10	TMSB4X	17.67966520503552
L1TD1	SCGB3A2	17.40581722159395
COX7C	HSPE1	17.291623626144784
SCGB3A2	NME2	17.234254456066104
DNMT3B	L1TD1	17.00330003585044
COX7C	TMSB4X	16.8117346443379
CD24	HSPE1	16.758757791338585
HSPE1	TMSB10	16.243107637720254
HSPE1	TMSB4X	16.1410992500769
SLIRP	CD24	16.040073594760614
TMSB4X	NME2	15.920676351687076
TMSB4X	FTL	15.802760379854446
UGP2	POU5F1	15.73568392840737
NME2	COX7C	15.617352836140187
COX7C	TMSB10	15.402416889908558
NME2	SLIRP	15.394023739994832
CD24	SLIRP	14.991716299715861
TMSB10	FTL	14.769869056381939
SCGB3A2	UGP2	14.763143063553878
COX7C	TERF1	14.672439297557244
TUBA1B	TUBA1A	14.619154903687766
SCGB3A2	POU5F1	14.443655003155857
SCGB3A2	L1TD1	14.436246755414444
PRDX1	COX7C	14.38464874936474
CD24	COX7C	14.310401222437685
SCGB3A2	SEPHS1	14.31006395580259
COX7C	TXN	14.309929553430253
PTN	TUBA1A	13.9865350568283
PTN	DNMT3B	13.915989165923254
CD24	TMSB10	13.797980051702165
SLIRP	POMP	13.75592235933034
ACTG1	L1TD1	13.726802421715295
TMSB4X	SCGB3A2	13.718701667944178
CD24	UGP2	13.593527816406363
COX7C	DNMT3B	13.287277570345706
COX7C	TDGF1	13.037123944026364
HSPE1	SNRPN	12.985199188787126
L1TD1	DNMT3B	12.901082765936744
SNRPN	CD24	12.819573589454473
IGFBP5	APOE	12.814621586627641
TXN	FZD3	12.728590086821828
WLS	CD24	12.660947945681208
PMAIP1	SCGB3A2	12.533358756911081
SNRPN	UGP2	12.52869712071534
CD24	FTL	12.476708220818884
SCGB3A2	TMSB10	12.365012418929247
DNMT3B	SCGB3A2	12.32606025325123
POMP	COX7C	12.188077513468292
SCGB3A2	DNMT3B	12.046065373896448
SLIRP	NME2	12.026571864400292
FZD3	DNMT3B	11.940048247119492
TMSB4X	SLIRP	11.857204184976002
L1TD1	DPPA4	11.83451729196996
TDGF1	SCGB3A2	11.83411801501169
NME2	TMSB10	11.806231245981708
CD24	SNRPN	11.68982510251498
NME2	TMSB4X	11.669443535804078
COX7C	UGP2	11.581783384248208
UGP2	L1TD1	11.47726523076201
NME2	PRDX1	11.377147673715665
TXN	SCGB3A2	11.215330432035879
ANXA2	FZD3	11.191760140214551
