TF	target	importance
COX7C	SCGB3A2	32.16251478484055
UGP2	SCGB3A2	28.052096533987097
SLIRP	SCGB3A2	26.058072291887935
TXN	SCGB3A2	24.769573211647362
HSPE1	SCGB3A2	22.349630792776868
TXN	HSPE1	22.127728034004228
TXN	CD24	21.953738904915223
UGP2	DNMT3B	20.713549472465104
TXN	UGP2	20.25603388891663
UGP2	TERF1	20.055006921603663
FTL	COX7C	20.015399935759213
SNRPN	CD24	19.904621400398565
CD24	TXN	19.599997901595486
HSPE1	TXN	19.50489042807846
SLIRP	HSPE1	19.411584487160532
SNRPN	SCGB3A2	18.780226238177207
UGP2	SEPHS1	18.566511276196916
POMP	DNMT3B	17.565694952123682
HSPE1	COX7C	17.143534075255527
DNMT3B	POU5F1	17.127557024789564
SCGB3A2	UGP2	17.03422188074139
CD24	HSPE1	16.834880515576135
DNMT3B	TERF1	16.635071399928265
DNMT3B	POMP	16.399075685678348
UGP2	CD24	16.25663036610642
CD24	SCGB3A2	16.117107772452897
DNMT3B	SEPHS1	16.078486778394453
SCGB3A2	COX7C	16.043253997789865
TXN	DNMT3B	16.004474619462876
CD24	SNRPN	15.867708834059673
DNMT3B	UGP2	15.808818155422415
UGP2	L1TD1	15.732748886617646
FTL	HSPE1	14.927641266691275
SCGB3A2	CD24	14.695101994810683
CD24	COX7C	14.64211818534075
SCGB3A2	TERF1	14.045967523421131
COX7C	HSPE1	13.94695842111866
UGP2	POU5F1	13.926873653955948
NME2	HSPE1	13.821492407464184
CD24	TERF1	13.68883155447683
TXN	SEPHS1	13.602326930823432
HSPE1	SLIRP	13.402773810803431
SCGB3A2	DNMT3B	13.356405514338642
CD24	UGP2	13.349954682575438
HSPE1	NME2	12.879804596306744
SLIRP	COX7C	12.838246349549001
COX7C	SLIRP	12.695318987385093
UGP2	TXN	12.389992166496139
FTL	SLIRP	12.386619556762666
CD24	DNMT3B	12.08207767415286
CD24	SEPHS1	11.970774756116217
L1TD1	SCGB3A2	11.878508330214236
DNMT3B	SCGB3A2	11.714998988029574
COX7C	L1TD1	11.671004786401612
DNMT3B	CD24	11.636938354146052
HSPE1	TMSB4X	11.61430408308191
COX7C	FTL	11.459037536469284
COX7C	TXN	11.402993641638579
SEPHS1	UGP2	11.354456833604385
TXN	POU5F1	11.26168951080057
SLIRP	TERF1	11.135319334475296
CDH2	POU5F1	11.133161911970575
UGP2	SLIRP	11.110048521562454
TERF1	UGP2	11.057952362791804
PRDX1	TXN	10.925251492628355
SCGB3A2	HSPE1	10.434565739424201
SCGB3A2	SLIRP	10.270583447294275
SCGB3A2	L1TD1	10.182834080441808
TERF1	L1TD1	9.848629584580568
TDGF1	HSPE1	9.779520498100544
TXN	SLIRP	9.755358887305128
SCGB3A2	SNRPN	9.740477352580616
COX7C	DNMT3B	9.698204818193307
UGP2	DPPA4	9.693230668511926
SLIRP	FTL	9.614119415585384
DPPA4	COX7C	9.462542439301371
HSPE1	FTL	9.359439351043559
POU5F1	TDGF1	9.346613747671745
SEPHS1	TERF1	9.298149089073934
SLC38A1	ZNF787	9.285511026856627
DPY19L4	TPBG	9.26545288988392
COX7C	DPPA4	9.194470447106353
SCGB3A2	TXN	9.172282388473937
HSPE1	CD24	9.166699439601244
SLIRP	L1TD1	9.134648298791495
MAGED4	MAP1B	9.103545731792382
MAP1B	SLIRP	9.10137885510623
HSPE1	POMP	9.03859744051958
CD24	POU5F1	8.988475732450505
SCGB3A2	TDGF1	8.950791686859848
SLIRP	MAP1B	8.903768628032786
SEPHS1	DNMT3B	8.884418321081894
L1TD1	DNMT3B	8.752506191953046
ANXA2	KRT8	8.719230492090817
COX7C	SNRPN	8.619767664004485
CD24	POMP	8.612843708375932
NME2	SEPHS1	8.540877146457328
HSPE1	SEPHS1	8.484043906000721
DNMT3B	VIM	8.454070979227831
DNMT3B	DPPA4	8.3326675776563
