TF	target	importance
CD24	DNMT3B	34.447953551945865
CD24	UGP2	33.39861994334372
CD24	POU5F1	30.111379955515858
CD24	TERF1	27.674426067717466
CD24	COX7C	27.182839725069
CD24	CDH2	26.00170407706946
CD24	L1TD1	24.178673613768343
PRDX1	TMSB4X	23.22087024550201
TERF1	UGP2	21.52109551091735
COX7C	TMSB4X	20.535292219237707
UGP2	CD24	20.51685340409566
SEPHS1	DNMT3B	20.124287887734976
CDH2	APOE	19.97270287307766
DNMT3B	SEPHS1	19.15100763077856
PRDX1	COX7C	19.142141589748988
DNMT3B	SLIRP	18.838431352768776
TUBA1A	PTN	18.77283831471815
TERF1	SNRPN	18.634742117077703
UGP2	TERF1	18.138409543603952
UGP2	CDH2	17.749629616585143
CDH2	UGP2	17.600386119033818
COX7C	PRDX1	17.456356757475863
COX7C	SNRPN	17.187131269052248
CD24	APOE	17.07493541256371
DNMT3B	TERF1	17.030177188894985
UGP2	APOE	16.940095512076038
DNMT3B	L1TD1	16.712415037707697
TMSB4X	PRDX1	16.3573603687961
CDH2	POU5F1	16.315544564136253
CD24	TMSB4X	15.732093127707266
CD24	SNRPN	15.611833533056922
SNRPN	TERF1	15.10795714513669
HSPE1	COX7C	14.688575942841934
SLIRP	COX7C	14.619554476950128
HSPE1	L1TD1	14.603940840963082
SEPHS1	TERF1	14.425563712170147
COX7C	HSPE1	14.320613846977094
CD24	FTL	14.283821070765443
CD24	PRDX1	14.012727733384681
COX7C	SLIRP	13.835483457783164
DNMT3B	POU5F1	13.774424084636266
UGP2	COX7C	12.966874821072913
UGP2	POU5F1	12.87957170506071
ANXA2	TMSB10	12.846895705911066
FTL	APOE	12.735731128399365
POU5F1	UGP2	12.70628311909616
UGP2	DNMT3B	12.555601577910428
TUBA1A	VIM	12.480199481238072
COX7C	UGP2	12.435710225516944
APOE	POU5F1	12.42927448006277
CD24	HSPE1	12.415463011324228
CD24	SLIRP	12.311462188493827
POU5F1	COX7C	12.099932633951047
TERF1	DNMT3B	12.095796298500401
SLIRP	DNMT3B	11.997102855333575
TXN	TMSB10	11.833741358692194
APOE	COX7C	11.641887350382152
CD24	TUBA1A	11.638744850277304
DNMT3B	TPBG	11.509412734352159
TERF1	SEPHS1	11.449825484921409
HSPE1	APOE	11.416242167351136
SNRPN	VIM	11.399689933695067
TUBA1A	UGP2	11.044517505926585
TPBG	PTN	11.00803961996249
TUBA1A	TDGF1	10.929293778402
TMSB4X	COX7C	10.845300094295943
COX7C	POU5F1	10.773464381307237
CD24	KRT18	10.718558983202787
SNRPN	COX7C	10.699088971917385
POU5F1	SNRPN	10.635264946195258
TDGF1	L1TD1	10.622894562090584
DNMT3B	UGP2	10.558628913918392
CDH2	SLIRP	10.51572932870763
DNMT3B	SNRPN	10.497196410750298
SLIRP	APOE	10.308994369322164
VIM	TUBA1A	10.306899824488672
UGP2	SNRPN	10.213081331411251
TDGF1	PTN	10.20113802022964
IGFBP5	SEPHS1	10.084867644716113
TUBA1A	SNRPN	10.079054149350362
APOE	FTL	10.055268719551709
UGP2	TMSB4X	9.917779190433459
WDR49	TPT1	9.902597318386011
SNRPN	POU5F1	9.84189074634622
CDH2	DNMT3B	9.732186249403167
SNRPN	TMSB4X	9.671425077951758
COX7C	CD24	9.65576415612814
CD24	TPBG	9.626569486593445
APOE	DNMT3B	9.578605969377321
TMSB4X	NME2	9.52437958966098
L1TD1	TDGF1	9.503578315825859
CDH2	TERF1	9.395469501699399
L1TD1	TMSB4X	9.317991100958604
POU5F1	PRDX1	9.231992242497753
APOE	CDH2	9.169807130684067
APOE	UGP2	9.069474986321314
CDH2	SEPHS1	9.060750456691242
TERF1	CD24	8.965875431440054
PTN	TUBA1A	8.907453691784944
UGP2	PRDX1	8.86584512057286
