TF	target	importance
CD24	SCGB3A2	48.294860967602474
SLIRP	COX7C	44.765695384280974
COX7C	SLIRP	40.54377691953813
HSPE1	SLIRP	34.70310210509891
SCGB3A2	SLIRP	34.39595955949478
SNRPN	SCGB3A2	31.04674829393763
SLIRP	HSPE1	30.781753409781857
SCGB3A2	SNRPN	29.40931037759579
SCGB3A2	COX7C	28.662367790839447
HSPE1	COX7C	28.552765642397613
COX7C	SCGB3A2	26.531523632439797
CD24	SLIRP	26.277276458306783
SCGB3A2	CD24	25.75302537839811
CD24	SNRPN	25.228906416026376
TXN	SLIRP	25.07843892731692
TERF1	COX7C	24.98313218477874
UGP2	SCGB3A2	24.463329209276846
TXN	PRDX1	22.4552854175024
SNRPN	CD24	22.387412951405064
UGP2	CD24	22.254531598769493
FZD3	DNMT3B	21.92196717370085
HSPE1	CD24	21.546431757281155
COX7C	HSPE1	21.4432439675834
TDGF1	SCGB3A2	21.37789838595813
FTL	TMSB10	21.083683481732916
PMAIP1	CD24	20.843785460058296
PTN	DNMT3B	20.455791247153854
PRDX1	TXN	20.292056183402345
PMAIP1	SCGB3A2	20.166069469774026
DNMT3B	L1TD1	20.00236798688265
TMSB4X	COX7C	19.796990252271847
TERF1	SLIRP	19.698251690168924
SCGB3A2	TDGF1	19.42520548574003
CD24	UGP2	19.35818353887667
COX7C	PRDX1	19.051601975447866
TERF1	SCGB3A2	18.648924228825237
COX7C	NME2	18.59240729113288
COX7C	DNMT3B	18.56726118178786
CD24	FTL	18.550039269130156
TMSB4X	HSPE1	18.315340418174145
TDGF1	SLIRP	18.154770773384662
SCGB3A2	L1TD1	18.018278732637707
UGP2	COX7C	17.971920804191498
PRDX1	COX7C	17.785900230116308
SLIRP	SCGB3A2	17.463788376103288
COX7C	TMSB4X	17.437920483759232
SCGB3A2	HSPE1	17.215218223861253
L1TD1	SNRPN	16.99912130413858
TMSB4X	TMSB10	16.842956127117713
HSPE1	SNRPN	16.71466201107413
CD24	L1TD1	16.679796449670054
NME2	COX7C	16.567764741343503
SCGB3A2	TMSB4X	16.533234942400373
SCGB3A2	TXN	16.08279958220077
TERF1	HSPE1	16.044544561231696
SCGB3A2	TERF1	15.815767584735678
CD24	DNMT3B	15.492246769633816
CD24	TERF1	15.166948775836806
TMSB4X	FTL	15.088444154866071
HSPE1	TMSB4X	14.894027799716907
TMSB10	TMSB4X	14.827337258122077
UGP2	L1TD1	14.763687112975772
SCGB3A2	NME2	14.571686025589925
CD24	POU5F1	14.481033758197098
COX7C	L1TD1	14.426434139330581
DNMT3B	FZD3	14.26777680915491
UGP2	TERF1	14.099478823935533
TERF1	SEPHS1	13.945638927037736
TXN	COX7C	13.923028811602792
CD24	COX7C	13.835507801861286
TMSB10	FTL	13.767359820995571
COX7C	TERF1	13.747997396919903
POMP	COX7C	13.717307960126647
KRT8	KRT18	13.46513248853322
SLIRP	CD24	13.381411990682857
SCGB3A2	UGP2	13.320936521789205
TERF1	DNMT3B	13.307410419472916
FZD3	CDH2	13.30310103728167
SNRPN	SLIRP	13.289003567680474
CD24	TMSB4X	13.26379811648405
CD24	TMSB10	13.204720463042474
GREB1L	CKB	13.069941890696224
CD24	TXN	13.065652239859439
SLIRP	SNRPN	12.974545892737
ACTG1	L1TD1	12.80825292974451
TXN	SCGB3A2	12.6443126643921
WLS	CD24	12.588028207546897
CD24	HSPE1	12.554667895639595
SNRPN	L1TD1	12.51855472772496
COX7C	POMP	12.50171743789126
COX7C	TXN	12.412418559915245
SLIRP	TXN	12.256217395093952
NME2	TMSB4X	12.210369551308114
FTL	TMSB4X	12.054644456898988
COX7C	UGP2	12.0154932006328
TERF1	KRT18	11.972840449517646
COX7C	TDGF1	11.817494205000969
TERF1	NME2	11.814458627637302
COX7C	POU5F1	11.754197878839587
SFRP2	PTN	11.70770994289026
