TF	target	importance
TXN	HSPE1	32.603659136758615
TXN	SCGB3A2	32.138168967414806
COX7C	SCGB3A2	28.892621041079302
FTL	COX7C	26.061907813304746
POMP	DNMT3B	25.142310257904075
CD24	SNRPN	23.904597832274604
TXN	CD24	23.846005044238723
SLIRP	SCGB3A2	22.269542037932002
TXN	DNMT3B	21.79039761993773
UGP2	SCGB3A2	21.421390937122304
SNRPN	SCGB3A2	20.863965241846483
SCGB3A2	DNMT3B	20.826518304478277
SCGB3A2	COX7C	20.280999553355965
CD24	TXN	18.882208754176638
SNRPN	CD24	18.341776847487978
SCGB3A2	HSPE1	17.789093753640955
L1TD1	DNMT3B	17.489572230677908
COX7C	HSPE1	16.825585856887752
TXN	UGP2	16.490535056019414
HSPE1	COX7C	15.894438320395995
TXN	POU5F1	15.810887507518022
DNMT3B	POMP	15.65330252516619
SCGB3A2	CD24	15.143428896379454
UGP2	TERF1	14.85023004347345
UGP2	POU5F1	14.840889305213507
SLIRP	HSPE1	14.730915231632261
CD24	COX7C	14.722406897429419
UGP2	DNMT3B	14.61497887273798
CD24	UGP2	14.597956460709568
CD24	HSPE1	14.492289148042442
FTL	HSPE1	14.486655161313385
UGP2	L1TD1	14.344093957760538
HSPE1	TXN	14.29682860841156
COX7C	SLIRP	14.218026749398291
SCGB3A2	SNRPN	13.47675921948982
UGP2	SEPHS1	13.286482647131463
DNMT3B	POU5F1	13.171970340817467
COX7C	TXN	13.12267988701911
CD24	SEPHS1	13.097751698437582
CD24	SCGB3A2	13.069890389165508
SLIRP	TERF1	12.975312872791262
CD24	DNMT3B	12.90579177972564
POU5F1	L1TD1	12.787106232102788
HSPE1	NME2	12.663008715574563
SCGB3A2	L1TD1	12.571777919279587
UGP2	SLIRP	12.191130605566743
DNMT3B	UGP2	12.132572508661424
TXN	SEPHS1	12.064055808599011
HSPE1	SLIRP	12.061682740711065
CD24	POMP	11.958397173487294
CD24	TERF1	11.939267550641869
SMIM7	HSPE1	11.843630124890101
NME2	HSPE1	11.749510578701981
SLIRP	UGP2	11.718271608020803
POU5F1	DNMT3B	11.47886092027981
UGP2	TXN	11.447514154835785
FTL	SLIRP	11.416657301473178
HSPE1	SCGB3A2	11.34600180964504
TDGF1	HSPE1	11.260417188606281
POMP	HSPE1	11.183593308847051
SCGB3A2	UGP2	11.17559482999492
MAP1B	SLIRP	10.967454465804236
COX7C	SNRPN	10.949492565681288
SCGB3A2	NME2	10.785563141240502
UGP2	DPPA4	10.377602244467225
TXN	SNRPN	10.301521905396838
TXN	SLIRP	10.272949041559281
DNMT3B	CD24	10.236303751761634
UGP2	COX7C	10.200590858796083
CD24	POU5F1	10.161301220393563
COX7C	L1TD1	10.123514660772896
UGP2	CD24	10.107238739227206
SEPHS1	DNMT3B	10.079428908245598
DNMT3B	SEPHS1	10.061752328450428
FTL	APOE	10.0171847348859
POU5F1	CD24	9.770448308391424
SCGB3A2	POMP	9.634281909815654
TXN	DPPA4	9.625041296526382
SLIRP	COX7C	9.51626016994617
UGP2	PTN	9.49020971153448
CD24	NME2	9.389970013544039
SCGB3A2	SLIRP	9.363997215934459
NME2	POMP	9.305595280302057
COX7C	FTL	9.232059145043067
UGP2	SNRPN	9.16174491342882
DPPA4	COX7C	9.132352038848364
SEPHS1	SCGB3A2	9.013291772217368
COX7C	DPPA4	8.945130925478344
SEPHS1	DPPA4	8.923874941466192
L1TD1	SCGB3A2	8.821826101944183
SNRPN	POMP	8.81422189603058
L1TD1	POU5F1	8.80947170984077
HSPE1	FTL	8.646924379553502
SLIRP	TXN	8.509424926852363
TXN	COX7C	8.42777250145908
COX7C	DNMT3B	8.351526030105637
SCGB3A2	TXN	8.337056671589638
CDH2	POU5F1	8.307419089563032
PRDX1	TXN	8.18596498862733
EEF1G	POMP	8.025146562510542
