TF	target	importance
COX7C	SLIRP	52.960335927632734
HSPE1	SLIRP	45.35529950574935
CD24	SCGB3A2	44.936462778310386
SLIRP	COX7C	37.463387754824765
SCGB3A2	SLIRP	33.61379328766885
HSPE1	COX7C	32.96469198100378
SCGB3A2	COX7C	32.76732981351221
SCGB3A2	CD24	30.757155436082616
COX7C	SCGB3A2	29.308349919024998
SLIRP	HSPE1	27.641844171073966
SNRPN	SCGB3A2	26.840339353288545
SCGB3A2	SNRPN	25.68363475291628
NME2	COX7C	24.471104121897266
TMSB4X	TMSB10	24.227484341823356
CD24	SLIRP	23.357421101357627
L1TD1	SNRPN	23.092876931979387
COX7C	HSPE1	22.920277838412204
COX7C	NME2	22.650943207228536
PMAIP1	SCGB3A2	22.244061317158522
PRDX1	TXN	22.12209219874414
CD24	SNRPN	22.103909071058162
COX7C	PRDX1	22.00832936529424
DNMT3B	FZD3	21.891846409667913
UGP2	SCGB3A2	21.077131934956967
TXN	PRDX1	20.946458398129664
HSPE1	SCGB3A2	20.886005010507255
SCGB3A2	L1TD1	20.42143999111608
TXN	SLIRP	20.21383784484318
TMSB4X	COX7C	20.176743821507426
TMSB4X	HSPE1	20.04375056016609
CD24	UGP2	19.985675770959098
L1TD1	SCGB3A2	19.687347105007753
SCGB3A2	HSPE1	19.292086950124
SLIRP	SCGB3A2	18.875956544024966
SCGB3A2	UGP2	18.700646705350298
TMSB4X	FTL	18.679153876645003
COX7C	DNMT3B	18.59137881443593
SCGB3A2	NME2	18.473944381999658
CD24	FTL	18.244174024511583
TDGF1	SLIRP	18.14499583360026
PRDX1	COX7C	17.973620927382772
FTL	TMSB10	17.971834929489283
HSPE1	CD24	17.75737041874272
CDH2	FZD3	17.694820976029398
CD24	HSPE1	17.425564069443364
SLIRP	TXN	16.923037820123845
TDGF1	SCGB3A2	16.685534392160278
UGP2	COX7C	16.23220987421998
SFRP2	PTN	15.900262945979032
SCGB3A2	TXN	15.835372528566367
COX7C	TXN	15.59292521926867
HSPE1	SNRPN	15.37810107687914
L1TD1	DNMT3B	15.317686713280365
SCGB3A2	PMAIP1	15.298531695374985
SLIRP	SNRPN	15.286573703369172
TMSB4X	NME2	15.121678437192129
FZD3	DNMT3B	15.111112155604461
UGP2	CD24	15.087559765116415
TMSB4X	SLIRP	15.085814587569176
GREB1L	CKB	15.077464570458094
COX7C	POMP	15.07257023759652
COX7C	UGP2	14.997764112010866
SCGB3A2	TDGF1	14.949616394363163
HSPE1	TMSB4X	14.92295067453685
DNMT3B	L1TD1	14.812651840331412
CD24	TXN	14.776674636703806
L1TD1	DPPA4	14.686236271515513
SCGB3A2	POU5F1	14.609285329071927
SCGB3A2	TERF1	14.471036412716064
TMSB10	TMSB4X	14.357540473262087
ACTG1	L1TD1	14.32142869475533
SNRPN	UGP2	14.181182776567562
CD24	COX7C	14.073430234462569
SLIRP	TMSB10	14.028184756945851
NME2	FTL	13.997175810575357
CD24	TMSB10	13.65480321633742
L1TD1	UGP2	13.471838812825853
PTN	DNMT3B	13.35463978597627
SCGB3A2	DPPA4	13.33354525576882
CD24	POU5F1	13.239003780985986
COX7C	TMSB4X	13.104101501992059
SCGB3A2	DNMT3B	13.06187694397638
TXN	SCGB3A2	13.010572562064613
TERF1	COX7C	12.945678423296068
SCGB3A2	TMSB4X	12.935542593116361
CD24	SEPHS1	12.817092456003152
CD24	TERF1	12.749155236167951
COX7C	L1TD1	12.549246311671368
POU5F1	DNMT3B	12.330091957747195
POMP	COX7C	12.193010408003753
TERF1	SCGB3A2	12.112425014129824
DNMT3B	PTN	12.105618453596179
UGP2	SLIRP	12.072147039264635
HSPE1	TMSB10	12.017705458654772
HSPE1	PRDX1	11.985820576314671
SCGB3A2	TMSB10	11.980909674743357
PRDX1	NME2	11.906903130922382
TERF1	SLIRP	11.902212342482644
UGP2	POU5F1	11.895763461950114
SNRPN	SLIRP	11.785754590836053
