TF	target	importance
PRDX1	FTL	26.655224370673956
CD24	FTL	25.43519916428201
CD24	TERF1	22.170060840177463
KRT18	TERF1	18.79197887651745
DNMT3B	FTL	17.70207298395202
FTL	KRT18	17.461944701052165
TERF1	KRT18	16.874669508804107
PRDX1	APOE	16.54215226854446
KRT18	FTL	15.500991610342103
TUBA1A	MARCKS	15.477293783182258
FTL	PRDX1	14.703209107979943
PRDX1	HSPE1	14.358748707289744
PRDX1	TERF1	13.496819360338641
CD24	POU5F1	13.116108744755788
HSPE1	FTL	13.070481926015514
TERF1	FTL	12.791589168933363
FTL	TERF1	12.499850287611208
FTL	DNMT3B	12.116816447584254
DNMT3B	KRT18	11.79426724125991
APOE	KRT18	11.648458655944541
DPPA4	SNRPN	11.53913652708548
FTL	POU5F1	11.463231464091564
UGP2	POU5F1	11.07002008110661
CD24	PRDX1	10.908177071166682
APOE	PRDX1	10.858043946859794
PRDX1	CD24	10.754332882403402
FTL	MARCKS	10.666234859103378
TXN	SNRPN	10.336661274381678
NME2	HSPE1	10.250188460385077
ONECUT2	STMN2	10.197200140344401
SERPINB6	SNRPN	9.91385631200005
ANXA2	FTL	9.845856635806632
CD24	TXN	9.76747342668324
FTL	CD24	9.766401276555833
CD24	SLIRP	9.568707591898058
CD24	APOE	9.517077384516583
FTL	APOE	9.49931629774639
UGP2	SNRPN	9.484470403621467
SLIRP	KRT18	9.262381874011393
PRDX1	KRT18	9.06488760268803
HSPE1	PRDX1	8.998570475429055
TDGF1	FTL	8.913658108966507
CD24	UGP2	8.753620193185508
CD24	PMAIP1	8.700005875938515
POU5F1	TERF1	8.69311235184215
KRT18	PRDX1	8.537369106779712
WLS	MARCKS	8.53725278914776
APOE	MARCKS	8.530657434667171
KRT18	DNMT3B	8.462440468543704
RAB1A	DLK1	8.455859634443675
APOE	FTL	8.351560834151536
POU5F1	TUBA1A	8.295258939585548
CD24	L1TD1	8.268708117368925
PTN	KRT18	8.182548020262644
TERF1	CD24	8.167971245127726
FTL	TXN	8.157423446035978
PABPC1	DLK1	8.14791725145052
L1TD1	FTL	8.081383298243729
PRDX1	MARCKS	8.038504638493972
POU5F1	MARCKS	8.031700750103061
APOE	DNMT3B	7.730382226173845
TERF1	MARCKS	7.694774306000634
COMMD7	HSPE1	7.680079289632633
TXN	HSPE1	7.61567411185449
MAML3	MARCKS	7.539053688028064
POU5F1	FTL	7.313298025882587
TERF1	L1TD1	7.233338023857362
POU5F1	SNRPN	7.153406049671408
CD24	HSPE1	7.144482221412568
POU5F1	CD24	7.0820225571159074
FTL	ANXA2	7.044782622831338
ACTG1	APOE	6.958161515087706
TMSB10	TMSB4X	6.888305892311864
CD24	TMSB4X	6.816561552238776
SLIRP	CD24	6.816099770474683
KRT18	POU5F1	6.8134468244590245
ONECUT2	TMSB4X	6.812617814276491
FTL	HSPE1	6.76890814005464
SNRPN	TXN	6.76755168031526
SLIRP	POU5F1	6.743049728595127
FTL	TMSB4X	6.714639297273629
UGP2	FTL	6.711465925801842
APOE	TUBA1A	6.663233564659574
TERF1	TUBA1A	6.648014989095781
UGP2	DNMT3B	6.633218304975318
PRDX1	DNMT3B	6.566469467756954
FZD3	L1TD1	6.564905628655309
FTL	L1TD1	6.43590856761063
APLF	POMP	6.379213199131392
CD24	KRT18	6.371826346037233
TXN	TMSB4X	6.328708575919864
TMSB4X	BIN3	6.327945435757806
KRT18	CD24	6.327388210926115
PRDX1	ANXA2	6.3160760291074185
TXN	MARCKS	6.295839222134522
SLIRP	POMP	6.129380390721729
POU5F1	TXN	6.103018600324389
CKB	HSPE1	6.0962215217266715
OPTC	GRM8	6.057141504971965
POMP	SLIRP	6.037530357356081
