TF	target	importance
COX7C	SCGB3A2	27.631460908486638
UGP2	SCGB3A2	26.37595838474381
SCGB3A2	COX7C	25.168738100486536
TXN	CD24	24.251625946184035
SCGB3A2	UGP2	24.129529360139024
TXN	HSPE1	23.676247933662705
TXN	UGP2	23.37122274311658
HSPE1	TXN	21.63832399916678
HSPE1	SCGB3A2	20.51534604751058
SCGB3A2	CD24	20.17977225560993
SCGB3A2	SLIRP	19.969632741703595
HSPE1	SLIRP	19.014113597210297
SCGB3A2	HSPE1	18.69917319443047
TXN	SCGB3A2	18.623366013402503
MAP1B	VIM	18.323480195792673
HSPE1	COX7C	17.83577362125166
UGP2	L1TD1	17.80436257205249
HSPE1	NME2	17.47057624381686
UGP2	SEPHS1	17.236418943853366
FTL	COX7C	17.183949036366183
SCGB3A2	DNMT3B	17.036786156066714
SNRPN	CD24	16.369382125244815
UGP2	TERF1	16.280647203438132
MAGED4	MAP1B	15.821947407217161
SCGB3A2	SNRPN	15.784257880324883
UGP2	POU5F1	15.608363806667116
POMP	DNMT3B	15.514523764967146
SLIRP	HSPE1	15.426466247624349
DNMT3B	UGP2	15.383118716340682
DNMT3B	POU5F1	15.277688784254579
UGP2	DNMT3B	15.196530811032925
HSPE1	TMSB4X	14.722051812706432
SLIRP	SCGB3A2	14.652225384068805
POU5F1	DNMT3B	14.524809370402474
POU5F1	CD24	14.1838946880489
TXN	DNMT3B	14.116988465504834
COX7C	TXN	13.94683963051083
TXN	POU5F1	13.87452852711106
MAP1B	SLIRP	13.847089349334802
SCGB3A2	TERF1	13.78285486408702
HSPE1	FTL	13.402879674877576
CD24	HSPE1	13.235389848753739
L1TD1	SCGB3A2	13.230362660667103
COX7C	HSPE1	13.03376799435215
DNMT3B	POMP	12.802846562723076
DPPA4	COX7C	12.758973617015817
FTL	HSPE1	12.47192745233937
L1TD1	POU5F1	12.269108407112624
DNMT3B	TERF1	12.262027148874205
SNRPN	SCGB3A2	12.101882351332419
CD24	TXN	11.978480650555051
L1TD1	DNMT3B	11.952092903641615
COX7C	FTL	11.858458246646647
MAP1B	MAGED4	11.845666016623792
DNMT3B	CD24	11.782285909138583
HSPE1	SEPHS1	11.71823715980619
L1TD1	UGP2	11.61605778515835
CD24	COX7C	11.549454202694674
UGP2	TXN	11.525938910754794
SCGB3A2	NME2	11.503468067556113
SCGB3A2	TXN	11.455023693447037
UGP2	PTN	11.289993277296656
COX7C	SNRPN	11.273542148781173
CD24	SNRPN	11.263851854260741
SCGB3A2	L1TD1	11.234516845502663
APOE	VIM	11.202160071597563
UGP2	SLIRP	11.07660654584622
TERF1	UGP2	11.059331330338775
SLIRP	COX7C	10.931315922623419
COX7C	SLIRP	10.895672565827647
UGP2	DPPA4	10.79654606002056
FTL	SLIRP	10.748337513525659
L1TD1	MAGED4	10.727047051343868
TXN	SEPHS1	10.531042533590917
DNMT3B	VIM	10.518452715673755
HSPE1	CD24	10.302931242947956
TUBA1A	TUBA1B	10.259095297305409
L1TD1	SLIRP	10.062497673206265
TUBA1B	TUBA1A	10.055411841664746
PRDX1	TXN	9.929322712453216
NME2	TMSB4X	9.915377515385861
SCGB3A2	MAP1B	9.873839597521913
POMP	HSPE1	9.849991852244735
TXN	COX7C	9.714259453551984
COX7C	L1TD1	9.712708532836801
POU5F1	L1TD1	9.620515340272785
UGP2	CD24	9.60125720833387
POU5F1	UGP2	9.423425390518144
SCGB3A2	TDGF1	9.379071894820889
MARCKS	VIM	9.239128668726453
HSPE1	POMP	9.190189473943837
MAP1B	SCGB3A2	9.093879143104699
NME2	HSPE1	9.065881616809492
SEPHS1	DNMT3B	9.01696642830839
NME2	SEPHS1	8.91826399387686
DNMT3B	SCGB3A2	8.910703422615658
CD24	POU5F1	8.806308217482128
DNMT3B	SEPHS1	8.758013377449588
SEPHS1	CD24	8.585808720791835
UGP2	SNRPN	8.536717052983645
