TF	target	importance
PRDX1	FTL	33.539162548357126
KRT18	TERF1	28.982732407506177
CD24	TERF1	22.64892232286316
PRDX1	TERF1	22.064831191384197
PRDX1	APOE	21.764064687669382
PRDX1	CD24	21.74280855188977
FTL	POU5F1	19.95544219555873
FTL	KRT18	19.5657792535345
CD24	FTL	18.477519077777284
FTL	PRDX1	18.0088115079824
KRT18	POU5F1	16.021128590049653
CD24	POU5F1	15.817458796625292
PRDX1	HSPE1	15.556011327259856
POU5F1	TUBA1A	15.100582980026413
CD24	PRDX1	14.65524131886304
DPPA4	SNRPN	14.650299942748447
POU5F1	CD24	14.471364156371076
APOE	KRT18	13.874748884266081
CD24	L1TD1	13.485915490598797
POU5F1	FTL	13.406724195551917
CD24	UGP2	13.333500605146416
KRT18	PRDX1	12.798333299356562
TERF1	KRT18	12.707820467729219
PRDX1	KRT18	12.65703648232246
UGP2	POU5F1	12.604388576484565
APOE	FTL	12.455332864734268
APOE	TUBA1A	12.274627745058755
PRDX1	MARCKS	11.924313780144798
KRT18	PTN	11.860618643092328
FTL	CD24	11.58853228086116
TERF1	TUBA1A	11.455148455020844
FTL	TXN	11.379687968174972
DNMT3B	FTL	11.170051087591032
POU5F1	KRT18	11.16484349432985
FTL	TERF1	11.138952242345523
TUBA1A	MARCKS	11.027684396965498
WLS	MARCKS	10.956023416442372
CD24	TXN	10.910818260875956
APOE	PRDX1	10.465338427052611
APLF	POMP	10.233321480500285
FTL	DNMT3B	10.189553581983352
PRDX1	UGP2	10.174272158183534
POU5F1	MARCKS	10.173230589635947
TXN	SNRPN	10.151231538525012
DNMT3B	APOE	10.087693439355707
FTL	MARCKS	10.068975926640068
MARCKS	TUBA1A	9.83511725766167
FTL	L1TD1	9.76209461395239
L1TD1	FTL	9.73554450169387
KRT18	FTL	9.626149341051837
L1TD1	CD24	9.493171769429155
POU5F1	L1TD1	9.489628407023062
APOE	CD24	9.243391784098788
NME2	HSPE1	9.107724568979695
CD24	APOE	8.989962105067558
UGP2	SNRPN	8.939565221490698
KRT18	TUBA1A	8.920219806856272
CD24	TDGF1	8.89920396243705
APOE	MARCKS	8.803228293441482
FTL	PTN	8.62269333788087
TUBA1A	UGP2	8.584973931457021
FTL	APOE	8.37043603692573
PRDX1	ANXA2	8.36502573503639
SNRNP40	UGP2	8.204050350631775
TERF1	L1TD1	8.14857145739069
MARCKS	APOE	8.145134653999914
MARCKS	UGP2	8.072272878971656
SNRPN	TXN	7.986118285701101
PRDX1	POU5F1	7.895846230475838
POU5F1	TERF1	7.720923708308553
SERPINB6	SNRPN	7.720867872289802
ATPAF2	NNAT	7.676376855100596
KRT18	TXN	7.666862752783028
FTL	TUBA1A	7.660856795175884
ONECUT2	NME2	7.643200972188417
MARCKS	TXN	7.618204178845272
POU5F1	PTN	7.60513613350883
CD24	SLIRP	7.564954329079653
FTL	SLIRP	7.522977470255909
NAA40	PMM2	7.519102574446066
ANXA2	FTL	7.447609509088334
POU5F1	SNRPN	7.389884214766424
PEG10	PTN	7.324975789775189
APOE	TERF1	7.288852354466047
DNMT3B	KRT18	7.231311323851771
FZD3	L1TD1	7.161821291029229
TXN	HSPE1	7.050650604790939
TXN	PRDX1	6.943972704120477
HSPE1	PRDX1	6.920237580754253
COMMD7	HSPE1	6.860208330121615
SLIRP	KRT18	6.845466364675181
FTL	TDGF1	6.833696961418655
TXN	POU5F1	6.802285998778905
MARCKS	POU5F1	6.759511485549127
ACTG1	APOE	6.715836489854479
FTL	HSPE1	6.712272498391545
DNMT3B	UGP2	6.648202002822194
PRDX1	L1TD1	6.561981536771438
KRT18	SLIRP	6.496121910942165
POU5F1	UGP2	6.494251975457078
