TF	target	importance
TERF1	L1TD1	24.541702663117103
SLIRP	DNMT3B	23.981659771917087
TUBA1A	CD24	23.55232607996249
SLIRP	HSPE1	21.33245156004637
L1TD1	TERF1	20.642235638085467
SLIRP	CD24	20.139129301931447
UGP2	HSPE1	18.79621634904199
CD24	L1TD1	18.148207208658746
LRP2	DLK1	17.33225707129923
UGP2	CD24	16.99835277265591
CD24	POU5F1	16.884708930968028
L1TD1	DNMT3B	16.372527117341185
VIM	STMN2	16.31444404152617
SLIRP	POU5F1	15.953512507883387
L1TD1	POU5F1	15.215013309186773
CD24	PTN	15.185976986550997
L1TD1	SNRPN	15.157409135824118
CD24	SLIRP	15.046413503049099
DNMT3B	L1TD1	14.696584477282151
TUBA1A	TERF1	14.541936224517697
MAGED4	UGP2	14.252065679234839
FTL	HSPE1	13.974415968962738
CD24	FTL	13.350552909653526
WLS	L1TD1	13.346491866214667
PMAIP1	CD24	13.218008713044803
TUBA1A	SNRPN	13.15952993321373
COX7C	FTL	13.09139982086133
TUBA1A	POU5F1	12.9628994502381
CD24	TERF1	12.79805416733016
L1TD1	CD24	12.311727654907397
TUBA1A	UGP2	11.991340812457551
IGFBP5	CD24	11.883570074110702
TUBA1A	DNMT3B	11.62057050584545
TUBA1A	L1TD1	11.354634737191295
CD24	PMAIP1	11.317590850667933
POU5F1	CD24	11.302444330191822
AP1S2	TERF1	11.178564775621789
L1TD1	UGP2	11.163058030821647
CD24	TUBA1A	11.136092677271293
CDH2	SNRPN	11.086301671020472
CD24	UGP2	10.973949144809293
POU5F1	SLIRP	10.763630962803227
UGP2	POU5F1	10.697390057845912
SLIRP	L1TD1	10.631827899496658
CD24	HSPE1	10.57828993043498
FTL	CD24	10.551728453365655
COX7C	HSPE1	10.505578982991773
SNRPN	APOE	10.459530764227503
CD24	SEPHS1	10.36029409753229
DNMT3B	UGP2	10.349262258574548
TMSB4X	DLK1	10.311459454566
SLIRP	CDH2	10.244737411777663
CDH2	POU5F1	9.933435756239536
TUBA1A	DPPA4	9.872920501455445
DNMT3B	DPPA4	9.784948273443144
TERF1	DNMT3B	9.437191191357467
SLIRP	TUBA1A	9.243302122797692
TXN	TERF1	9.180354796697625
DNMT3B	TUBA1A	9.085666661905481
L1TD1	DPPA4	8.974574995440694
CD24	DPPA4	8.901838636057231
POU5F1	UGP2	8.762544883264935
STMN1	DLK1	8.709800354756139
L1TD1	PTN	8.638582010925528
DPPA4	DNMT3B	8.530154992353491
CKB	VIM	8.423730162556836
POU5F1	DPPA4	8.420001798527203
EEF1G	TPT1	8.38512733647113
TERF1	CD24	8.384154346048831
CD24	IGFBP5	8.379545780032602
MAGED4	KRT18	8.36721374842901
MARCKS	SFRP2	8.328068220078643
CD24	DNMT3B	8.326101678012352
IGFBP5	SNRPN	8.273236439744093
IGFBP5	PTN	8.206960678621014
GATAD2B	PAF1	8.18330783320122
TUBA1A	PTN	8.16023844383223
POU5F1	L1TD1	8.143873547412321
SEPHS1	CD24	8.09056446937219
TERF1	UGP2	8.034180446567404
DNMT3B	SLIRP	8.032964926567862
SNRPN	TERF1	8.032957968735506
SFRP2	TPT1	7.998834389530225
SLIRP	SEPHS1	7.966368498160304
TUBA1A	FTL	7.946892732355466
HSPE1	DPPA4	7.939198030627662
HSPE1	L1TD1	7.921341690126994
POU5F1	VIM	7.78939943948528
UGP2	DNMT3B	7.768150093470278
L1TD1	TUBA1A	7.699897212656846
SNRPN	L1TD1	7.612482926247643
POU5F1	TERF1	7.574165817211762
TUBA1A	PMAIP1	7.547580811874347
HSPE1	SLIRP	7.543028615135925
STMN2	VIM	7.502560726803127
APOE	NME2	7.430454054923751
PTN	L1TD1	7.375441141535972
SFRP2	MARCKS	7.333655224713315
DPPA4	POU5F1	7.3206736509890105
HSPE1	CD24	7.309468375624576
