TF	target	importance
DCN	COL3A1	36.580075416054434
SPP1	MT2A	33.062493387595175
PRDX1	COX7C	32.36168419686171
VIM	LUM	28.651088946055356
COX7C	PRDX1	28.410902920126812
SNRPN	HSPE1	27.20506618359568
LUM	DCN	27.106349746301284
LIN28A	LUM	26.66461786614031
COL3A1	DCN	26.58977475188206
SLIRP	COX7C	26.273666482288217
DNMT3B	SERPINB6	25.4241898435026
TXN	COX7C	24.643616180521576
COX7C	SLIRP	23.702026232594616
LUM	VIM	23.373808200957956
VIM	DCN	21.968532631773275
MT2A	SPP1	21.544246729799838
SERPINB6	DNMT3B	21.35564303904771
CHCHD2	SERPINB6	21.155159026466965
F11R	SERPINB6	20.9734264622052
LIN28A	COL3A1	20.811228477064933
COL3A1	LUM	20.754062920028495
HSPE1	COX7C	19.941732178450124
CD24	DNMT3B	19.59825938041007
CHCHD2	MAP1B	19.293264531951674
LUM	MEST	19.217014293048635
DCN	LUM	18.91958926391334
LUM	COL3A1	18.797762336398822
DNMT3B	TXN	18.714542482461983
CD24	TXN	18.600738589324653
PRDX1	HSPE1	18.541719591859593
CHCHD2	TXN	18.234954835421398
POU5F1	COX7C	18.064300434931607
MARCKS	VIM	18.059860949931668
MEST	LUM	17.797079368207452
COX7C	TMSB10	17.768086755131957
MAP1B	CHCHD2	17.7240463902649
AP1S2	HMGA2	17.704999151450814
TXN	DNMT3B	17.54038165804536
CHCHD2	HSPE1	17.403842769264955
F11R	TERF1	17.17406396612456
HMGA2	SERPINB6	17.166955924224528
CD24	LUM	17.160936513403556
VIM	SERPINB6	17.138038640005146
MEST	VIM	17.027383109225514
HMGA2	MT2A	16.809828560083734
MAP1B	RBP1	16.7741941431542
SERPINB6	L1TD1	16.621356758229172
SLIRP	TMSB10	16.441555460605645
POU5F1	SERPINB6	16.322252913500442
IGFBP5	HMGA2	16.185566993357547
MEST	DCN	16.168809996680263
VIM	COL3A1	16.143911254886945
LUM	HSPE1	15.94826271219611
PRDX1	POU5F1	15.904842514886417
TXN	PRDX1	15.729870720770503
L1TD1	TERF1	15.543784548341073
COX7C	HSPE1	15.368289183236968
MAP1B	HMGA2	15.098444532265345
TMSB4X	TMSB10	15.066825707175726
TERF1	L1TD1	15.028197319831984
L1TD1	DNMT3B	15.005161297457605
TERF1	TXN	14.960429857808602
TERF1	SERPINB6	14.944726052865736
LUM	LIN28A	14.9106434137563
LIN28A	DCN	14.896139595246307
COX7C	POU5F1	14.834983747147241
PRDX1	NME2	14.790858522319823
DNMT3B	TERF1	14.789162913889443
DNMT3B	CHCHD2	14.76247400935282
HMGA2	L1TD1	14.755381729300595
COL3A1	LIN28A	14.70725607488749
POU5F1	APOE	14.65197816818222
SERPINB6	RBP1	14.531035520668782
SERPINB6	MAP1B	14.391086146218242
SERPINB6	CHCHD2	14.207322733491306
VIM	LIN28A	14.174982109914087
L1TD1	APOE	14.14585295439932
L1TD1	HMGA2	14.047603810841649
TXN	TMSB10	13.72186045396249
CYP1B1	DCN	13.650102230787576
TXN	SERPINB6	13.58311378542952
TXN	POU5F1	13.57058895130818
DNMT3B	APOE	13.53672278484087
TERF1	VIM	13.473005740506768
POU5F1	VIM	13.26185918327097
APOE	COX7C	13.234519046051362
CD24	COX7C	13.137305668641051
AP2S1	PRDX1	13.039032932706078
SERPINB6	POU5F1	12.95760217099732
POU5F1	TERF1	12.952335219113003
RBP1	CHCHD2	12.83211158385454
COX7C	NME2	12.77981807575204
SERPINB6	TERF1	12.615627731216025
VIM	CKB	12.46061955376293
TERF1	POU5F1	12.451246446655507
DNMT3B	L1TD1	12.392773498084825
MARCKS	COL3A1	12.383777000263258
STMN1	TMSB10	12.340262216026337
VIM	MEST	12.255849303858183
VIM	POU5F1	12.231912760540094
