TF	target	importance
L1TD1	DNMT3B	23.224498274060686
CD24	L1TD1	21.99213800489743
CD24	SLIRP	19.889271908729903
COX7C	FTL	19.0758942832931
LRP2	DLK1	18.751035578708873
TERF1	L1TD1	17.477000220450677
L1TD1	TERF1	16.836701002273294
CD24	TERF1	16.691312086924952
CD24	FTL	16.384108796001616
MAGED4	UGP2	15.68158113186321
WLS	L1TD1	15.53815566123682
CD24	PMAIP1	15.06249424880063
CD24	IGFBP5	14.928928632900854
UGP2	HSPE1	14.840945029981176
CD24	POU5F1	14.813117678941163
POU5F1	SLIRP	14.463739576106637
TUBA1A	CD24	13.9925030277815
L1TD1	DPPA4	13.718762056924003
UGP2	CD24	13.255044999719603
CD24	TUBA1A	12.904754533904512
POU5F1	UGP2	12.814057987615678
TUBA1A	TERF1	12.55699466646744
TUBA1A	UGP2	12.273811057435893
SNRPN	APOE	12.261766992518725
SLIRP	CD24	12.222950040767019
L1TD1	CD24	12.139255418087348
PMAIP1	CD24	12.101267414577498
POU5F1	DPPA4	11.780152715068944
CD24	PTN	11.65909859983399
VIM	STMN2	11.647528033133993
SLIRP	DNMT3B	11.636797112413385
CD24	UGP2	11.368835237512345
COX7C	HSPE1	11.326140704448742
L1TD1	HSPE1	11.275712157220298
POU5F1	L1TD1	11.257190068735017
POU5F1	VIM	11.14912759357464
CDH2	SNRPN	11.003233021697747
CD24	SEPHS1	10.841126658031225
POU5F1	CD24	10.819123189797969
SLIRP	HSPE1	10.815901069177103
SLIRP	POU5F1	10.672016407661463
SNRPN	L1TD1	10.546949989868692
MAGED4	KRT18	10.38952380407125
SLIRP	L1TD1	10.349836689403348
CKB	SFRP2	10.24928210235258
AP1S2	TERF1	10.193951046405932
CKB	VIM	10.160104421791807
TXN	TERF1	10.042865136662332
SLIRP	TUBA1A	9.782793564827143
CD24	DPPA4	9.67481081297734
L1TD1	SLIRP	9.644474602422562
DLK1	TMSB4X	9.583154537093646
UGP2	POU5F1	9.395197677558986
PRDX1	FTL	9.36052169623695
EEF1G	TPT1	9.34520690601581
STMN2	VIM	9.322165441634084
TUBA1A	SNRPN	9.295688053522921
COX7C	SLIRP	9.20981379219338
TUBA1A	MAP1B	9.20723988104719
PTN	DLK1	9.07694759546055
L1TD1	POU5F1	9.016695121859716
TDGF1	POU5F1	9.010699258727232
POU5F1	TUBA1A	9.010057061714898
DLK1	PTN	9.005868813187847
FTL	HSPE1	8.92680556613799
IGFBP5	CD24	8.926377358510651
PTN	L1TD1	8.734771428521713
STMN1	DLK1	8.556281519731046
FTL	KRT18	8.538475034468398
WLS	SEPHS1	8.471817019539191
TUBA1A	POU5F1	8.457175290533934
TPT1	SFRP2	8.396041040571898
CD24	HSPE1	8.374126156120349
SNRPN	IGFBP5	8.302484033983172
L1TD1	SNRPN	8.298884969655655
SNRPN	TERF1	8.199967855077912
SNRPN	UGP2	8.176757762746508
UGP2	SLIRP	8.17074112806414
POU5F1	IGFBP5	8.15520526773718
TUBA1B	STMN2	8.151082599957226
CD24	SNRPN	8.147391103008735
COX7C	NME2	8.05221992358667
MARCKS	SFRP2	8.009173435478022
TPT1	EEF1G	8.000186705817594
DNMT3B	DPPA4	7.999094226075279
HSPE1	SLIRP	7.976973009750755
HSPE1	DPPA4	7.937879107763644
MARCKS	STMN2	7.932817038433317
SYNRG	TMSB4X	7.826865261971764
TUBA1A	L1TD1	7.787636419518626
TUBA1A	DNMT3B	7.6927579635360095
DPPA4	POU5F1	7.632323430779647
DNMT3B	L1TD1	7.631722854978004
FTL	CD24	7.614365043196269
HSPE1	FTL	7.608298260066633
CD24	DNMT3B	7.606015366820208
UGP2	DPPA4	7.490470095686967
TERF1	UGP2	7.417091880698293
APOE	SNRPN	7.416295629363512
TUBA1A	PMAIP1	7.3821416783372085
