TF	target	importance
DCN	LUM	42.015475308303074
VIM	LUM	36.062828639456654
COL3A1	LUM	33.2425800478555
LUM	VIM	29.8247208802713
VIM	COL3A1	29.268235102659695
SLIRP	COX7C	28.698782547330886
LUM	DCN	26.32988148624456
COL3A1	VIM	25.883780450848764
LUM	COL3A1	25.7153076939746
VIM	DCN	25.40033190550716
DNMT3B	POU5F1	23.77175817075827
VIM	DPPA4	23.69580845502952
HSPE1	VIM	21.950972821424962
VIM	DNMT3B	21.58586806142524
PABPC1	LUM	20.941587687244425
DCN	VIM	20.70421058538842
UGP2	PABPC1	20.468140882945953
LUM	PABPC1	19.948062973982843
DPPA4	VIM	19.794579612319577
DCN	COL3A1	19.47273798875034
VIM	HSPE1	18.610204902101742
DPPA4	DNMT3B	17.148057364865156
HSPE1	POU5F1	16.990536557135876
POU5F1	VIM	16.887314299411155
VIM	TDGF1	16.043445038689285
DPPA4	COX7C	15.875316095909469
VIM	POU5F1	15.314710993143448
SLIRP	TXN	15.01848233145637
SERPINB6	DNMT3B	14.710381724689093
TMSB10	TXN	14.617897081829703
APOE	DNMT3B	14.373800117126773
HSPE1	PABPC1	14.289443426259297
VIM	SERPINB6	13.996957953239436
DNMT3B	SERPINB6	13.943073817169125
VIM	TERF1	13.789824507063718
POU5F1	DNMT3B	13.332163161328529
COX7C	SLIRP	13.133805396714315
COL3A1	DCN	12.877457489267925
SEPHS1	VIM	12.672891296652745
DNMT3B	VIM	12.636729312353996
VIM	COX7C	12.526637190940336
TXN	COX7C	12.48138158053481
DNMT3B	DPPA4	12.40174187855903
PABPC1	COL3A1	12.370304772711156
SERPINB6	VIM	11.745995133988151
COX7C	TMSB10	11.563022616688514
HSPE1	COX7C	11.350672540524554
UGP2	DPPA4	11.297476006211442
TXN	TMSB10	11.264182947080009
VIM	LIN28A	11.178640011596901
SERPINB6	TDGF1	11.162948561067331
TMSB10	COX7C	10.927228977675334
SEPHS1	POU5F1	10.92543618882385
RBP1	COL3A1	10.817579575566988
SLIRP	NME2	10.763534273271313
LIN28A	PABPC1	10.433323231216603
NME2	TXN	10.36447997696619
VIM	SEPHS1	10.189041720986344
PABPC1	DCN	10.148063329717708
TDGF1	SERPINB6	9.97981572790668
DPPA4	PRDX1	9.957785656708829
COX7C	TXN	9.908124167071373
SLIRP	CD24	9.900512407107323
HSPE1	SERPINB6	9.779279798322007
HSPE1	CD24	9.708100633900537
SEPHS1	LIN28A	9.68495909997665
SLIRP	DNMT3B	9.531996022514944
TUBA1A	TDGF1	9.484090270407815
COX7C	HSPE1	9.461368829253125
MAMDC2	POU5F1	9.392670704541468
HSPE1	CHCHD2	9.381753412201187
TXN	SLIRP	9.282402701670744
VIM	TUBA1A	9.206280456409097
KRT18	PABPC1	9.05002424479072
LIN28A	LUM	9.038251524845021
PDZD8	ADCY7	9.025067316497486
VIM	F11R	8.969337977388804
HSPE1	DNMT3B	8.948354893968993
LIN28A	TERF1	8.894204781311776
RBP1	LUM	8.89337509245881
CD24	VIM	8.86640331971753
DNMT3B	SEPHS1	8.864211784277984
DNMT3B	PABPC1	8.699447542027594
APOE	LIN28A	8.699379954041794
TDGF1	DPPA4	8.66137934339325
SERPINB6	HSPE1	8.654113982276245
HSPE1	SEPHS1	8.625701738396325
LIN28A	MEST	8.621558827086071
TXN	NME2	8.587724674997496
TERF1	DNMT3B	8.52958950515268
LIN28A	VIM	8.51864315254616
SERPINB6	DPPA4	8.430819641893223
COX7C	DNMT3B	8.227147869266192
SLIRP	HSPE1	8.196111572450057
POU5F1	SEPHS1	8.157874177595131
DPPA4	SERPINB6	7.986919266419472
SEPHS1	SERPINB6	7.939331388095072
CD24	POU5F1	7.864574257469653
HSPE1	NME2	7.85157945122065
TDGF1	VIM	7.813082405594102
