TF	target	importance
MT2A	SPP1	46.51179677493466
SPP1	MT2A	35.9616416175842
TXN	SPP1	32.62826615842316
TXN	COX7C	30.54291849254257
AP1S2	MT2A	29.947363176189093
POU5F1	MT2A	29.06668276797156
VIM	LUM	28.616758634291536
TXN	MT2A	28.50205111106919
TXN	HSPE1	26.848261071668876
FTL	COX7C	26.47725356269891
TXN	TMSB10	24.66748653634576
CD24	LUM	24.362406036131365
COX7C	CD24	24.23582494561682
DCN	LUM	23.164294153412683
MT2A	TXN	22.97631276461882
MT2A	TERF1	22.02643231476905
COX7C	PRDX1	22.02020704848708
MT2A	POU5F1	21.83858773310609
VIM	MARCKS	21.58767670954505
MT2A	COX7C	21.09539823299779
AP1S2	DNMT3B	20.80883194099338
TMSB10	TXN	20.41536698790001
POU5F1	COX7C	20.153624322988037
MARCKS	VIM	20.148597085504633
SPP1	MAP1B	20.049864357233776
HMGA2	PTN	20.032569415202243
SPP1	POU5F1	19.892144812985396
SPP1	TXN	19.583434534065983
AP1S2	SPP1	19.56450464311792
HSPE1	AP1S2	19.43725375829388
COX7C	FTL	19.08997443211719
TXN	POU5F1	18.947648007344775
COX7C	POU5F1	18.748168286871497
COX7C	CHCHD2	18.62430162799401
TXN	MAP1B	18.61688041164424
TXN	DNMT3B	18.39934236120325
COX7C	HSPE1	18.372652617069953
PRDX1	COX7C	18.25225763865499
SFRP2	VIM	18.074130219453515
MT2A	TMSB10	17.909158837595314
SPP1	DNMT3B	17.452961813543425
SPP1	COX7C	17.41297940119107
TXN	AP1S2	17.37132477814245
HSPE1	COX7C	17.346903461770015
TXN	PRDX1	17.165049515345256
MT2A	DNMT3B	17.12543801097512
AP1S2	SLIRP	16.96874800344532
DPPA4	MAP1B	16.964865160968767
DNMT3B	TXN	16.65689176661528
TXN	POMP	16.494990425840328
F11R	MT2A	16.439933516067462
DNMT3B	SPP1	16.386216903628455
HSPE1	SPP1	16.367235552894545
DNMT3B	F11R	16.312425711182595
HSPE1	TXN	16.134690830620183
MT2A	MAP1B	15.99948786385347
HSPE1	MT2A	15.915575643351836
SFRP2	MARCKS	15.91149943749354
VIM	SFRP2	15.868209364085002
LUM	COL3A1	15.685901655222528
COX7C	NME2	15.402945989055299
MT2A	UGP2	15.379704613500879
MT2A	TUBA1A	15.253426287748741
POU5F1	APOE	15.234838579463663
MT2A	HSPE1	15.22994337107111
DNMT3B	COX7C	15.222688521047699
SPP1	AP1S2	15.128039470447249
DNMT3B	MT2A	14.939361164845732
COX7C	MT2A	14.914387345258525
DNMT3B	CD24	14.770835765938127
MT2A	PRDX1	14.64058893175301
TUBA1A	MAP1B	14.632180263637832
AP1S2	MEST	14.393245305838565
DCN	VIM	14.391326825050104
CD24	VIM	14.358963283316395
COL3A1	LUM	14.249040218286146
COX7C	APOE	13.944591908125464
POU5F1	SPP1	13.70441374640009
TXN	FTL	13.62065747181577
DNMT3B	AP1S2	13.61907594820106
MARCKS	SFRP2	13.542620812509238
SPP1	TERF1	13.510391234962826
COX7C	SLIRP	13.440435728153641
TXN	CHCHD2	13.416982342599814
SLIRP	COX7C	13.387864188679275
SLIRP	AP1S2	13.323355438033042
VIM	CD24	13.308211602420199
CHCHD2	COX7C	13.304980774809428
COX7C	TMSB10	13.199267579784335
LUM	VIM	13.139161300976635
LUM	DCN	13.104144925136717
DNMT3B	DPPA4	13.095813801702722
SPP1	TUBA1A	12.956530645894798
POU5F1	CHCHD2	12.924484031491511
MT2A	AP1S2	12.903319399119162
SPP1	HSPE1	12.757145971896534
TMSB4X	TMSB10	12.743281455884969
POU5F1	AP1S2	12.695765315017642
SPP1	CHCHD2	12.680331768907115
LRP2	PTN	12.62621034724672
