TF	target	importance
TERF1	L1TD1	26.053098115074636
L1TD1	TERF1	24.966247472537805
TUBA1A	CD24	20.866781088489436
EEF1G	TPT1	20.81474463015119
CD24	SLIRP	20.73454081173787
L1TD1	DNMT3B	20.141914675971385
SLIRP	CD24	18.643257692264275
POU5F1	CD24	18.44966428493852
SLIRP	DNMT3B	17.54442670416357
SLIRP	TUBA1A	17.429171493222157
CD24	L1TD1	17.422010026152037
SLIRP	TDGF1	15.53352618126235
UGP2	CD24	15.503594099994224
UGP2	HSPE1	15.440389205502655
PMAIP1	CD24	15.417957213779125
TUBA1A	TERF1	15.316901961807531
POU5F1	SLIRP	15.079589120584634
SLIRP	HSPE1	14.909468302892236
POU5F1	L1TD1	14.869571571402393
SFRP2	TPT1	14.869499506565019
POU5F1	VIM	14.581972192082908
L1TD1	PTN	14.206324005391291
CD24	PMAIP1	14.189691047771193
LRP2	DLK1	13.67343838899954
CKB	VIM	13.614416130812387
VIM	STMN2	13.283717746889456
FTL	COX7C	12.91224508791262
SLIRP	POU5F1	12.598862438115226
KRT18	MAGED4	12.503723289898302
IGFBP5	CD24	12.18640113798677
TUBA1A	PMAIP1	12.125801815881635
SLIRP	L1TD1	12.06325045657964
TXN	TERF1	12.058233006211216
FTL	HSPE1	11.826997557094392
SNRPN	L1TD1	11.814858432324977
HSPE1	CD24	11.78605933497588
TERF1	DNMT3B	11.73629492418185
L1TD1	SNRPN	11.729223651097186
POU5F1	DNMT3B	11.629791594271131
CD24	PTN	11.57468400407598
TDGF1	TERF1	11.55670511933902
CD24	TERF1	11.528291197255031
POU5F1	DPPA4	11.495688464551808
L1TD1	POU5F1	11.472430040744706
AP1S2	TERF1	10.992348745543337
L1TD1	CD24	10.95240253770855
TUBA1A	PTN	10.884017558076485
TERF1	TXN	10.883313396752056
COX7C	FTL	10.854686591433651
COX7C	HSPE1	10.658903449421901
SLIRP	CDH2	10.622819659449213
DLK1	PTN	10.583236585854321
TUBA1A	L1TD1	10.497341660387566
HSPE1	DPPA4	10.463807347248107
TUBA1A	POU5F1	10.402348848548263
UGP2	MAGED4	10.388088769698673
POU5F1	HSPE1	10.253602997577653
SNRPN	APOE	10.18110000324359
DNMT3B	L1TD1	10.096480654374492
HSPE1	FTL	10.024302264419534
SLIRP	SNRPN	10.006256308956123
WLS	L1TD1	9.98466913377936
CD24	POU5F1	9.953562250766822
MAGED4	UGP2	9.812658998396593
CD24	FTL	9.791448862843431
NME2	COX7C	9.670682873627156
POU5F1	PTN	9.639330553250318
SLIRP	PMAIP1	9.58434689723013
SLIRP	SEPHS1	9.435864970207447
L1TD1	TUBA1A	9.333746449981346
CKB	SFRP2	9.30224328764051
TUBA1A	SNRPN	9.270632622583243
HSPE1	COX7C	9.242034729072094
IGFBP5	PTN	9.067765293443513
POU5F1	TERF1	9.059601862088131
TUBA1A	SLIRP	9.009579770420453
CD24	SEPHS1	8.98579908980428
L1TD1	SLIRP	8.940266966371642
CKB	TPT1	8.862500992345252
SLIRP	PRDX1	8.790326858785154
MARCKS	VIM	8.76950164822099
PTN	DLK1	8.72021117339609
VIM	TPT1	8.682704536372114
STMN2	ACTG1	8.336114281187896
ZNF787	ACTG1	8.314962039945534
TUBA1A	DPPA4	8.289387258479639
SYNRG	TMSB4X	8.245107864675994
HSPE1	L1TD1	8.217075996166566
TMSB4X	DLK1	8.216934294601238
POU5F1	CDH2	8.086514317727847
SLIRP	TXN	8.000477073095162
POU5F1	TDGF1	7.93510987203178
VIM	MARCKS	7.8978829266825334
SNRPN	CD24	7.86449682085743
FTL	CD24	7.850627419987485
CD24	IGFBP5	7.813990914919089
SFRP2	VIM	7.794651528065303
L1TD1	HSPE1	7.764459118119366
TUBA1A	IGFBP5	7.7510044118367825
TUBA1A	DNMT3B	7.708017672732653
