TF	target	importance
L1TD1	DNMT3B	31.3883827395568
TERF1	L1TD1	24.193021106414317
CD24	L1TD1	21.74353127101042
L1TD1	TERF1	21.2276795610511
SLIRP	DNMT3B	17.465772006769647
TUBA1A	CD24	17.314989996020213
MAGED4	UGP2	16.960021265754342
LRP2	DLK1	16.180935594377384
CD24	SLIRP	16.11233148842676
POU5F1	L1TD1	15.838569119229163
CD24	FTL	15.070371522724688
CD24	POU5F1	14.981821565033197
MAGED4	KRT18	14.565942696047843
COX7C	FTL	14.461733870604492
L1TD1	SNRPN	14.164492009437078
MARCKS	VIM	13.853591696749653
CD24	PTN	13.776310973321126
L1TD1	CD24	13.724573635704852
L1TD1	POU5F1	13.608235239955437
CD24	TERF1	13.228104168161865
SLIRP	CD24	13.03888612468892
POU5F1	CD24	12.99269700240322
COX7C	NME2	12.920262021238951
TUBA1A	TERF1	12.781066918391952
CKB	VIM	12.759840902635785
CD24	DNMT3B	12.672677844582157
CD24	SEPHS1	12.546755475670425
KRT18	MAGED4	12.342637549507858
TERF1	DNMT3B	12.170890809133386
DNMT3B	L1TD1	12.087535014383496
IGFBP5	PTN	11.91745262263027
SLIRP	POU5F1	11.867889494017035
UGP2	HSPE1	11.658237967249816
POU5F1	VIM	11.302608312166393
IGFBP5	CD24	11.12275418666899
DLK1	PTN	11.104828061601209
L1TD1	UGP2	11.078698225585487
L1TD1	SLIRP	11.051789987674637
TXN	TERF1	11.0224001106263
UGP2	CD24	10.900239968573295
TUBA1A	PTN	10.899974294877167
TUBA1A	SNRPN	10.820034803524113
TUBA1A	POU5F1	10.777130838079204
SEPHS1	FTL	10.745500769024652
DNMT3B	SLIRP	10.631907345563192
POU5F1	DNMT3B	10.461114732787468
SNRPN	L1TD1	10.39067619472273
TUBA1A	DNMT3B	10.356503163118425
HSPE1	FTL	10.15006553076316
CD24	HSPE1	10.0753400437047
POU5F1	SLIRP	10.006791778690392
KRT18	FTL	9.995334295567474
UGP2	MAGED4	9.725620650579014
SLIRP	HSPE1	9.705021712725308
PTN	L1TD1	9.691086625308353
FTL	HSPE1	9.686980224547334
CD24	IGFBP5	9.646843388783532
SLIRP	TDGF1	9.643483644207546
L1TD1	PTN	9.536740044822729
FTL	KRT18	9.528045788045873
SFRP2	VIM	9.468216115280862
CD24	UGP2	9.440626817015135
DLK1	LRP2	9.416060682452413
MARCKS	STMN2	9.369904769577245
PTN	DLK1	9.366986392887696
SLIRP	TUBA1A	9.330707708121073
HSPE1	SLIRP	9.278447238648184
EEF1G	TPT1	9.274706787296216
WLS	L1TD1	9.238155839175231
DKK1	ZMYM3	9.191034280543786
SFRP2	TPT1	9.170010050838721
DPPA4	DNMT3B	9.14236970754894
DNMT3B	UGP2	9.119842533409313
TMSB4X	DLK1	9.007676195838096
TUBA1A	UGP2	8.931783695037515
VIM	STMN2	8.922912985328585
L1TD1	DPPA4	8.884037081408685
AP1S2	TERF1	8.869381364998429
SLIRP	SEPHS1	8.81842851930476
HSPE1	L1TD1	8.713662763286875
APOE	NME2	8.672296275485477
TERF1	NME2	8.656493354743459
POU5F1	UGP2	8.627312636852398
IGFBP5	POU5F1	8.450278286825517
HSPE1	UGP2	8.384679956431645
TUBA1A	L1TD1	8.327158890587114
TUBA1A	SEPHS1	8.327081803657794
TERF1	UGP2	8.27932228961568
POU5F1	DPPA4	8.224043392416725
CDH2	SNRPN	8.174663091246368
STMN2	MARCKS	8.150965029067583
L1TD1	KRT18	8.148728279087731
SLIRP	L1TD1	8.143636930493395
L1TD1	NME2	8.13963911002774
TMSB4X	FTL	8.0814981572507
CD24	PMAIP1	8.07372596325568
SNRPN	UGP2	8.041419565602192
HSPE1	SEPHS1	8.016718872694348
SNRPN	APOE	7.955067954219351
TUBA1A	MAP1B	7.939198173023757
