TF	target	importance
PRDX1	FTL	26.365834498134387
KRT18	TERF1	21.93881448937054
FTL	KRT18	21.79926688851559
FTL	PRDX1	19.93247834648752
FTL	POU5F1	18.505706090213053
DNMT3B	FTL	16.631378404166153
PRDX1	APOE	16.078567344754727
POU5F1	CD24	15.700468716807313
FTL	TERF1	15.65298784646234
CD24	TERF1	15.585161564939282
POU5F1	FTL	14.97493927195666
PRDX1	CD24	14.68762723157375
PRDX1	TERF1	14.63738068469049
CD24	FTL	14.27905091038127
POU5F1	KRT18	13.463998876582858
PRDX1	HSPE1	12.535751930643931
FTL	TXN	12.277466436194173
KRT18	FTL	12.263318157494494
APOE	FTL	12.206086566919863
FTL	MARCKS	12.100876833421768
APLF	POMP	11.548969889316545
DNMT3B	KRT18	11.412489853726878
TERF1	KRT18	10.765748929062141
POU5F1	MARCKS	10.7327654905948
APOE	KRT18	10.62753747878423
POU5F1	TERF1	10.375968466852882
FTL	CD24	10.335004624393505
FTL	APOE	10.328558209345767
APOE	PRDX1	10.186890505048
CD24	POU5F1	10.137485570675997
L1TD1	TERF1	9.667533993823877
FTL	TDGF1	9.444747414537895
CD24	APOE	9.315069528563843
NME2	ONECUT2	9.2675600163992
POU5F1	TUBA1A	9.182353341810273
UGP2	POU5F1	9.138294680645394
FTL	SLIRP	9.114436462064381
APOE	TUBA1A	8.922590733420018
FTL	DNMT3B	8.86594769329857
TUBA1A	MARCKS	8.732673966835353
FTL	HSPE1	8.710832000754554
WLS	MARCKS	8.619184876742493
SERPINB6	SNRPN	8.613881653270024
SLIRP	POMP	8.573513038048247
ONECUT2	STMN2	8.49079223731989
L1TD1	TDGF1	8.359430169788121
FTL	L1TD1	8.347582845241245
PRDX1	MARCKS	8.222281856455206
DPPA4	SNRPN	8.120219227515326
FTL	TUBA1A	8.056312281171964
DNMT3B	APOE	8.0480399898066
ANXA2	FTL	7.978466971280933
MARCKS	PRDX1	7.970658236125128
CD24	PRDX1	7.9611747339710295
TDGF1	TERF1	7.907567974772808
TERF1	FTL	7.890169679131309
TXN	SNRPN	7.801608804456047
COMMD7	HSPE1	7.7862436313137975
FTL	PTN	7.6848058209227785
KRT18	POU5F1	7.551846759242259
PRDX1	KRT18	7.523955959526275
MARCKS	POU5F1	7.40731198614797
MARCKS	TUBA1A	7.402115688727836
KRT18	PRDX1	7.37887061767179
SOX15	FZD3	7.362313379197707
APOE	CD24	7.311606444958152
HSPE1	PRDX1	7.216594122744772
APOE	DNMT3B	7.054914449790319
IFT57	PLPPR2	7.028796447517216
MARCKS	APOE	7.006671901185277
SEPHS1	TERF1	6.9851474223308525
MARCKS	TXN	6.965656453215002
TUBA1A	FTL	6.953599697724294
SNRPN	TXN	6.937827444931778
L1TD1	FTL	6.915761486870101
TERF1	CD24	6.819876409373344
L1TD1	FZD3	6.815901100513757
APOE	TERF1	6.803907766068646
SNUPN	FZD3	6.747648056009927
SNRPN	FZD3	6.6639101942003505
STMN2	ONECUT2	6.556236962863868
CD24	POMP	6.4818897573036
POU5F1	TXN	6.476382912987082
POU5F1	L1TD1	6.460273786628436
FTL	SNRPN	6.377877806452915
NME2	HSPE1	6.345195919214733
APOE	MARCKS	6.296232511785613
KRT18	DNMT3B	6.283164864400406
APOE	ACTG1	6.2279865931182
TERF1	TDGF1	6.2098790126848
CD24	TXN	6.1898585503616586
TERF1	TUBA1A	6.166497056074717
PRDX1	POMP	6.140422860651912
HSPE1	FTL	6.078143935095331
PEG10	PTN	5.988945769498148
UGP2	SNRPN	5.966428620949794
TUBA1A	APOE	5.899295090192007
TERF1	MARCKS	5.897946400282132
MAML3	MARCKS	5.89733624277751
CKB	PPFIA2	5.890164941163542
