TF	target	importance
DCN	COL3A1	37.190469903642125
DCN	LUM	31.08897529752535
MEST	LUM	27.486110723406693
VIM	LUM	26.207375601829096
LUM	HSPE1	25.492606888018365
LUM	DCN	25.213901170008572
LIN28A	LUM	24.519060592196542
MEST	VIM	24.34720239936906
POU5F1	F11R	24.189249265074857
SPP1	MT2A	24.012668622299106
POU5F1	PMAIP1	23.20723817402867
L1TD1	TERF1	23.144963915102835
POU5F1	COX7C	23.00821308780507
MARCKS	VIM	22.295308054770942
SERPINB6	TERF1	22.099618999118153
DNMT3B	SERPINB6	21.964557939815215
MARCKS	POU5F1	21.745259687709073
POU5F1	CD24	21.47559138143044
L1TD1	POU5F1	21.402963221699512
SERPINB6	VIM	21.334697113944298
POU5F1	L1TD1	21.22194771676639
VIM	DCN	20.74344204850204
CHCHD2	HSPE1	20.509909286653144
COX7C	PRDX1	20.291309787016385
TERF1	POU5F1	20.1782810422411
COX7C	POU5F1	20.156779657264384
HSPE1	COX7C	19.862396218690783
SLIRP	TMSB10	19.554390010916006
SLIRP	COX7C	19.53193787505729
HSPE1	SNRPN	19.526685481442954
COL3A1	DCN	19.410968576049747
LUM	COL3A1	19.261357311845096
POU5F1	APOE	19.170668123115952
COL3A1	LUM	19.067393222102147
TERF1	SERPINB6	18.312557140086138
CYP1B1	COL3A1	18.25648041196171
SNRPN	HSPE1	18.2341398351067
L1TD1	DNMT3B	18.182410525070345
CHCHD2	SERPINB6	18.05061572893113
DNMT3B	TDGF1	17.9061678715086
TERF1	L1TD1	17.558945080957326
PRDX1	COX7C	17.351157197529044
CHCHD2	TXN	17.304421314105085
PRDX1	HSPE1	17.105834602942718
MT2A	SPP1	17.014983225468864
POU5F1	DNMT3B	16.994312129086016
LUM	VIM	16.979017311856595
SERPINB6	DNMT3B	16.523132001834373
COX7C	SLIRP	16.401327500319695
DNMT3B	TERF1	16.332988166700574
IGFBP5	HMGA2	16.279825397455685
CHCHD2	MAP1B	15.996225932566668
POU5F1	MARCKS	15.74595186236694
LUM	LIN28A	15.596905512261843
F11R	VIM	15.34926249821634
VIM	POU5F1	15.314081221503304
L1TD1	APOE	15.310367658301345
APOE	COX7C	15.30504715859349
POU5F1	CHCHD2	15.292335450090532
PRDX1	NME2	15.19393466804518
MEST	COL3A1	15.044605922982154
COX7C	APOE	15.022210189710373
POU5F1	MAP1B	14.97134051665438
POU5F1	TERF1	14.963078765328367
L1TD1	MT2A	14.832275401987307
STMN1	TMSB10	14.721445364092611
DNMT3B	L1TD1	14.561018707389056
COX7C	NME2	14.529600278801603
MEST	DCN	14.446027196186824
MARCKS	DCN	14.375562221513919
APOE	POU5F1	14.35674241472621
F11R	SERPINB6	14.35647062229608
TMSB4X	TMSB10	14.29937432995257
MAP1B	CHCHD2	14.123545834509594
DNMT3B	APOE	14.112026522607632
COX7C	CD24	14.107305446648141
DNMT3B	TXN	14.01307311882533
CD24	LUM	13.893213727256944
SERPINB6	POU5F1	13.887220875539164
CYP1B1	DCN	13.775866300358443
VIM	F11R	13.764499248194026
HSPE1	LUM	13.505092113226834
POU5F1	NME2	13.48467490100423
VIM	COL3A1	13.464621195748792
L1TD1	HMGA2	13.446777173622136
LIN28A	COL3A1	13.401261912284278
TXN	DNMT3B	13.3392333341422
MAP1B	RBP1	13.337279595263006
CD24	DNMT3B	13.31020873828444
PABPC1	LUM	13.293376596519053
HSPE1	TXN	13.234204615866782
TERF1	MAP1B	13.122444771478106
SH3BGRL3	PMAIP1	12.91124304381445
HSPE1	TMSB10	12.892919039142658
SERPINB6	TDGF1	12.685956356929818
F11R	TDGF1	12.611030849464491
L1TD1	SERPINB6	12.587198243321929
POU5F1	SERPINB6	12.547645355715701
MARCKS	COL3A1	12.52743690802006
L1TD1	SPP1	12.410134875538372
