TF	target	importance
COX7C	SCGB3A2	25.805767024159014
UGP2	SCGB3A2	23.531445154973085
HSPE1	SCGB3A2	22.718676769317483
TXN	SCGB3A2	21.951893188733063
TXN	HSPE1	21.71333900204733
SNRPN	SCGB3A2	21.604108664711422
SCGB3A2	CD24	21.237798589921404
TXN	CD24	20.825462320275868
FTL	COX7C	20.68371933254626
SCGB3A2	HSPE1	20.45659317130588
HSPE1	TXN	18.695168511220242
MAP1B	SLIRP	18.555173626404315
POMP	DNMT3B	18.08946237860756
TERF1	SCGB3A2	18.0090547890322
HSPE1	SLIRP	17.68861488554326
SLIRP	SCGB3A2	17.585235004277525
UGP2	SEPHS1	17.339095254289862
DNMT3B	POU5F1	17.15846425978595
HSPE1	NME2	16.93395340904882
SNRPN	CD24	16.865611011787035
SCGB3A2	COX7C	16.537227333214584
POU5F1	CD24	16.521987578328854
SCGB3A2	SLIRP	16.028851330809612
DNMT3B	SEPHS1	15.665178663238699
UGP2	TERF1	15.52831525545682
SCGB3A2	DNMT3B	15.518183169722095
TERF1	CD24	14.85504058645276
POU5F1	DNMT3B	14.848104675180728
DNMT3B	POMP	14.7673296549136
NME2	HSPE1	14.662855622296327
HSPE1	COX7C	13.803747867839213
TXN	UGP2	13.185113980227598
DNMT3B	SCGB3A2	13.06930153696849
SLIRP	HSPE1	12.927811651601903
UGP2	TXN	12.751577494973562
HSPE1	SEPHS1	12.374633901481108
DNMT3B	UGP2	12.37262774928328
DPPA4	COX7C	12.241415339576623
COX7C	TXN	12.222512202823616
DNMT3B	CD24	12.194469563861567
SMIM7	HSPE1	12.158179930787002
TXN	POU5F1	11.948973001176919
POU5F1	UGP2	11.850474457036075
COX7C	HSPE1	11.84138697722641
TXN	DNMT3B	11.802894346619876
TDGF1	HSPE1	11.771204942744355
SCGB3A2	UGP2	11.7528282414551
UGP2	SLIRP	11.732935499830978
UGP2	POU5F1	11.608158074107125
POMP	HSPE1	11.306319158763012
TUBA1B	TUBA1A	11.189536979631772
CD24	SNRPN	11.13479639598803
CD24	TXN	11.133856830106371
TXN	SLIRP	11.036700964728873
SCGB3A2	NME2	11.032478338050648
DNMT3B	HSPE1	11.016126519780517
L1TD1	DNMT3B	10.990656751771288
COX7C	SLIRP	10.98510849713104
CD24	HSPE1	10.945716944463213
NME2	POMP	10.916154840051304
MAP1B	VIM	10.891926184075922
SLIRP	TERF1	10.718167829461642
SLIRP	COX7C	10.402973027935648
MAP1B	MAGED4	10.283910499824355
L1TD1	SCGB3A2	10.26408090846352
L1TD1	UGP2	10.263357679347404
TXN	SEPHS1	10.243191057892464
L1TD1	POU5F1	10.199549165061944
FTL	HSPE1	10.13874465034115
DNMT3B	TERF1	10.093408846851869
UGP2	DNMT3B	10.048530081575997
PRDX1	TXN	9.986843815047463
NME2	SEPHS1	9.968983431107192
SCGB3A2	POMP	9.770049837326578
TERF1	L1TD1	9.670306221769511
CD24	COX7C	9.642354090088537
COX7C	FTL	9.639259531328834
TMSB4X	NME2	9.604782939408802
CDH2	POU5F1	9.573083771896538
HSPE1	TMSB4X	9.556673423976331
FTL	SLIRP	9.516295466248721
HSPE1	POMP	9.445843116848113
SCGB3A2	SNRPN	9.389695133859183
POMP	CD24	9.299059113721743
SCGB3A2	TERF1	9.238002946488438
PMAIP1	TERF1	9.110452659243249
POU5F1	L1TD1	9.023824770145957
POU5F1	WLS	9.004181510780363
L1TD1	SLIRP	8.978148234883353
UGP2	L1TD1	8.96560643460967
HSPE1	FTL	8.775654338449709
TERF1	UGP2	8.728153876497478
COX7C	SNRPN	8.709751131834588
SLIRP	TXN	8.702552079313921
MAGED4	TUBA1A	8.640806782952891
UGP2	DPPA4	8.52495544056927
SCGB3A2	TXN	8.393559665054466
NME2	PRDX1	8.338498201097442
PTN	UGP2	8.33395639618666
TDGF1	SCGB3A2	8.228955710617875
